,userId,productId,rating,comment,sentiment,consistency
18,36210,381234,4,"Cũng mới vừa đặt cuốn sách này thôi, chưa có xem nhé ^^. Nhưng từng mua cuốn ""Đọc vị bất kì ai"" của_TS.David J. Lieberman, thật sự là cuốn rất tuyệt vời cho các bạn đam mê tìm hiểu về tâm lý nói chung. Nó mỏng hơn cuốn này nhiều nên các bạn cũng có thể tìm đọc nó trước cũng được.
Tui thật sự đã học hỏi và...thử vận dụng trong khá nhiều trường hợp. Nó có vẻ đúng 80% (chỉ những trường hợp đơn giản trong cách ứng xử thôi nhá! Đừng lầm tưởng đọc xong 1 cuốn sách thành đại tài thám tử nhá ^^)
Nói chung, tui cảm thấy cực kì hứng thú với lĩnh vực này.
Thank's Tiki.",neg,Invalid
19,37808,74021317,5,tot,neg,Invalid
20,39172,150838230,5,"Sách viết rất chi tiết không che dấu, sách thực sự là một cuốn cẩm nang cho người viết lách",neg,Invalid
21,54109,74021317,5,Amazing,neg,Invalid
22,54109,109017985,5,Mới đọc vài trang đầu thôi nhưng thấy khá hấp dẫn. Hy vọng đọc xong sẽ thay đổi cách nhìn nhận của mình,neg,Invalid
23,54109,165030729,5,"1 quyển sách rất hay nữa của Backman. mọi người tìm đọc 3 quyển còn lại của ông nhé, sẽ không thất vọng đâu ạ",neg,Invalid
24,59109,17336364,5,Hack não,neg,Invalid
25,63897,74021317,5,A,neg,Invalid
26,63897,69764541,5,A,neg,Invalid
27,65143,35191892,5,"Về khâu giao hàng
Dù hơi lâu do quá tải đơn, Tiki đóng gói sách và quà tặng chắc chắn, không bị quăn góc hay hư dập
Về nội dung mình chưa đọc nên có thể sẽ thay đổi đánh giá sau",neg,Invalid
28,65143,73787185,5,"Về giao hàng, đóng gói tốt, bỏ vào thùng kèm giấy độn nên không bị hư sách
Về nội dung thì mình chưa đọc nên sẽ đánh giá sau",neg,Invalid
29,65143,52789367,5,"Về khâu giao hàng
Dù hơi lâu do quá tải đơn, Tiki đóng gói sách và quà tặng chắc chắn, không bị quăn góc hay hư dập
Về nội dung mình chưa đọc nên có thể sẽ thay đổi đánh giá sau",neg,Invalid
30,65987,74021317,4,Sách bị dơ 😢 nhăn nhẹ,neg,Invalid
31,66271,3954355,5,Giao hàng nha xuất sắc,neg,Invalid
32,67077,87959748,5,"Xin thề là mình gửi đánh giá này lần thứ 4 rồi. 3 lần trước nó cứ báo lỗi hoài mắc mệt, đây là lần cuối nếu hệ thống tiếp tục lỗi. Mình thích quyển này, vì thế nên mua thêm bản cứng để trữ luôn, nội dung rất hay cả nhà nhen ^^°.",neg,Invalid
33,68275,94347317,4,"Mọi lần team vận chuyển của tiki giao hàng rất cẩn thận, lần này do GHN giao, cái hộp bẹp rúm, sách bị quằn góc luôn. Nội dung sách cung cấp rất nhiều kiến thức về cơ thể người, được trình bày khá dễ hiểu.",neg,Invalid
34,70055,35283863,4,Vấn đề nan giải của tiki là gáy sách bìa cứng sẽ luôn bị gãy góc và sách thế nào cũng sẽ bị lấm tấm bẩn. Giao hàng cũng không còn thần tốc như trước. Ưu điểm duy nhất là giá mềm hơn các nhà cung cấp khác một xíu. Lần sau chắc mình chỉ mua sách bìa mềm ở tiki thôi còn bìa cứng sẽ mua chỗ khác gói hàng cẩn thận kĩ lưỡng hơn.,neg,Invalid
35,70354,52789367,5,Tôi rất hài lòng về sản phẩm của shop. Tôi sẽ lựa chọn mua hàng của shop trong những lần sau. mua ơn shop nhiều.,neg,Invalid
36,77660,38265901,5,Rất đáng để mua và đọc,neg,Invalid
37,81247,76388962,5,"Sách nội dung hay, hay theo kiểu riêng",neg,Invalid
38,82635,8885995,5,"Không bao giờ thất vọng khi mua hàng tiki, hôm trước đặt hôm sau đã có hàng, có sớm hẳn 3 ngày so với ngày dự định luôn, đóng gói rất tốt",neg,Invalid
39,82635,161008715,5,"Sách được đóng gói rất chắc chắn kĩ càng, sẽ ủng hộ nửa",neg,Invalid
40,83040,270734386,4,đọc mệt não. cần có kiến thức VL lượng tử cơ bản để đọc.,neg,Invalid
41,84640,17336364,5,cuốn sách nên đọc nhất năm 2020,neg,Invalid
42,85389,57815506,5,sách tiki thì yên tâm sách thật rồi,neg,Invalid
43,85530,32490132,4,"Sách thuộc thể loại selfhelp được viết bằng giọng văn giản dị, dễ hiểu, chia sẻ những chiêm nghiệm trong cuộc đời của tác giả",neg,Invalid
44,88616,50215938,5,.,neg,Invalid
45,88616,276451415,5,.,neg,Invalid
46,89159,35191892,5,"Tiki giao hàng nhanh,chất lượng bao + giấy +  chữ in tốt
Sách khá bẩn nhưng có thể lau sạch bằng khăn ướt
==> Good",neg,Invalid
47,90147,77109209,5,"Sách nhỏ gọn, nhẹ túi, nội dung ưng ý vô cùng vì mình biết cuốn này đã lâu, giờ có bản dịch mới có khả năng hốt về. Fahasa giao nhanh, dịch vụ tốt",neg,Invalid
48,90775,73125816,4,Tiki đóng gói tệ quá,neg,Invalid
49,93187,8885995,4,Bị gẫy góc sách,neg,Invalid
50,93187,271162836,4,Mình đổi sách xong vẫn thấy in/cắt lệch nma lệch nhẹ hơn so với cuốn ban đầu mình nhận. Nxb trẻ in gia công cuốn này hơi xu nha,neg,Invalid
51,93650,77323488,5,Cuộc trò chuyện khó nhất chính là trò chuyện với chính mình,neg,Invalid
52,93650,66619715,5,"Sách được giới thiệu
Do mình làm bên công việc sale",neg,Invalid
53,94271,273819808,4,Chủ yếu sách nói về tiết kiệm tiền. Hết.,neg,Invalid
54,97367,24951095,5,"Truyện quá nổi tiếng rồi. Có điều buồn. Quyển này với ""còn chút gì để nhớ"" là buồn dã man con ngan luôn",neg,Invalid
55,98257,6807847,1,"Nội dung nhẹ nhàng đọc giải trí được, sách nhà xuất bản trẻ in quá ẩu, thiếu 10 trang toàn giấy trắng , sách mà thiếu 10 trang thì như đống giấy vụn mà thôi",pos,Invalid
56,105954,273819808,5,??,neg,Invalid
57,119702,377644,5,"Đã rất háo hức khi đặt mua quyển này. Và nội dung của nó không làm mình thất vọng. Theo nhiều nhận xét, nội dung sách có nhiều phần bị lặp đi lặp lại, mình cũng công nhận điều đó. Nhưng quả thật, những nội dung đó hấp dẫn mình quá nên có lúc mình cũng chẳng lưu tâm mấy việc đó. Quyển sách không chỉ giúp mình có sự chuẩn bị cho việc dạy bé sau này, mà nó soi rõ cho mình thấy tại sao mình lại trở thành con người hiện tại chứ không phải 1 ai khác để càng thêm chắc chắn 1 điều: những việc cha mẹ làm, dù là nhỏ nhất cũng có tác động vô cùng lớn đến sự phát triển cả về thể chất lẫn trí óc của con cái sau này nhất là trong giai đoạn nhỏ tuổi, tuổi mà ta thường nghĩ trẻ không biết gì. Biết vậy để chúng ta hãy là những người cha người mẹ trách nhiệm hơn. Đừng để chỉ vì *** mà vô tình biến con mình thành những đứa trẻ khó dạy, cứng đầu.
Khuyên những ai sắp và đang làm cha làm mẹ hãy đọc quyển sách này.",neg,Invalid
58,125233,50277621,5,Tôi thích sách lịch sử Việt Nam do tác giả người Pháp viết. Góc nhìn lạ nhưng sâu sắc. Chỉ mong cây kéo kiểm duyệt và dịch thuật không xén bớt.,neg,Invalid
59,125233,48613094,5,Nên mua,neg,Invalid
60,133783,113530805,5,như mong đợi,neg,Invalid
61,138139,275928713,4,"Tiki báo giao trước 16h thì 15h53 có ng gọi hỏi “Anh ơi 16h10 a có ở … (địa chỉ giao hàng) k?” Thế là tự nhiên báo thấy trên app là giao hàng thành công. Đến 16h9 thì có ng gọi giao hàng- nếu 16h10 mà k có ở đấy nhận hàng là shipper báo delay ngay đấy. Lưu ý mình ở HN vùng k ảnh hưởng giao hàng bởi dịch nhé. Dịch vụ giao hàng của TIKI càng ngày càng kém. Ngày trước tiki now luôn giao đúng hẹn k có trò lươn lẹo như thế này đâu. Gần đây mua tiki toàn gặp trải nghiệm tồi.
Về chất lượng sách thì tốt sạch sẽ k 1 vết cong gấp giấy nhé",neg,Invalid
62,138139,82912488,5,"Đợt dịch này không thể đòi hỏi giao hàng nhanh được nhưng không ngờ kho hàng mình đặt lần này lại từ tp HCM. Giao chậm hơn dự kiến 1 ngày thành 8 ngày và hộp thì móp méo. sách dập cong mép thậm chí rách gáy luôn.   Dù thông cảm dịch khoản giao hàng chậm nhưng đóng gói nát thì k chấp nhận được.
duy nhất cuốn này được bọc cẩn thận nên an toàn. chất lượng thì không cần tả thêm nữa",neg,Invalid
63,138485,50723822,5,"Bạn là chủ doanh nghiệp, là nhân viên hay nhà quản lý, là người đã cống hiến nhiều năm hay là người mới tới, và dù là ai thì mình tin bạn sẽ tìm thấy chính bạn trong quyển sách này. Một quyển sách hay về triết lý kinh doanh, về cách dùng người, về cuộc sống với kim chỉ nam là sự tử tế.

""Nếu muốn xây một bức tường thành vững chãi, trước tiên phải chọn những tảng đá to chắc,nhưng nếu chỉ với những tảng đá khổng lồ, tức những nhân tài ưu tú thì không thể kết nối với nhau. Cần phải có những hòn đá nhỏ lấp đầy những khoảng trống giữa các tảng đá lớn. Nếu không có những hòn đá nhỏ lấp từng chỗ giữa các tảng đá lớn thì bức tường sẽ thành lỏng lẻo, chỉ cần một chút chấn động nhỏ là sụp đổ ngay. Một mặt tuyển người mới ưu tú, có năng lực cao vào như những tảng đá lớn, mặt khác vẫn phải nhờ những người đã nỗ lực cống hiến cho cty lâu nay tiếp tục làm việc như những tảng đá nhỏ lấp đầy khoảng trống giữa các tảng đá lớn. Không thể bỏ mặc viên đá nhỏ ẩn chứa ánh bạc. Một khi những người cũ như những bóng râm âm thầm tỏa mát chịu ở lại cty thì cty sẽ trở nên hùng mạnh ""

Bạn là tảng đá lớn hay tảng đá nhỏ? là viên sỏi hay chỉ là những hạt cát trong bức tường kia? Cho dù bạn là gì thì nó cũng rất quan trọng để tạo nên một bức tường vững chắc. Trong một công ty, một tổ chức mỗi người có một vai trò, nhiệm vụ khác nhau, hãy làm tốt vai trò, trách nhiệm của mình và đừng quên đối xử với nhau bằng sự tử tế.

#Sự_tử_tế",neg,Invalid
64,139444,77105730,4,Sách hơi bụi,neg,Invalid
65,148558,72459678,5,"Một tác phẩm công phu, nghiên cứu các khía cạnh nổi bật nhất của các vị tổng thống Mỹ. Đặc biệt những trang cuối có thống kê các bảng xếp hạng các vị tổng thống được tổng kết từ nhiều nguồn khác nhau.",neg,Invalid
66,151382,72459686,4,"Bìa sách cũ, bị bong tróc.",neg,Invalid
67,153914,275243138,5,Sách rất cần cho thế hệ mới. Tin giả và thông tin nhiều mà ko có tư duy phản biện và chọn lọc thì dễ mù mờ.,neg,Invalid
68,153914,52584834,5,"Chưa đọc nhưng sách bọc cẩn thận, còn mới.",neg,Invalid
69,161866,276396477,5,Sach viết rất là hay nhé cả nhà,neg,Invalid
70,169110,49910019,1,"(*) Đánh giá không tính điểm
Sách ổn, bao bọc kỹ, giao hàng nhanh, nhưng đánh giá này là dành cho tài xế giao hàng có thái độ không tốt làm mình khó chịu cực kỳ, mình có nhận cuộc gọi giao hàng, vì k có nhà nên mình có nhờ giao vào chung cư cho người nhà nhận hoặc để ở nơi cc sắp xếp nhận hàng, nhưng a tài xế nói là k giao vào chung cư, muốn lấy thì kêu ng nhà ra ngoài cổng cc lấy, cách xa tầm 300m. Vì k chịu vào nên mình hẹn a giao lại vào hôm sau, mình sẽ nhận, thì a nạt nộ mình là a k giao lại, a sẽ trả về kho cho ai giao thì giao, thái độ rất là khó chịu và lồi lõm. Sdt của a tài xế này:  036xxxx557. Minh đánh giá ra đây để bên nhà bán hàng lựa chọn lại dịch vụ giao hàng và có những ràng buộc liên quan. Sau đó a shipper giao hàng lần 2 cho mình rất thân thiện và nhiệt tình, gọi hỏi trước và chạy thẳng vào sảnh cc mình báo, k có chuyện k giao vào cc như a trước. Thật sự có 1 trải nghiệm rất tồi tệ cho lần giao hàng đầu tiên, và thái độ shipper đó rất bất lịch sự. 
Xin cảm ơn.",pos,Invalid
71,170018,16391543,4,Một cuốn sách viết với nội dung khá tốt dù chưa viết nhiều về kỹ năng dạy con trong thời đại số. Sách có thông tin cơ bản về cách dạy con ở 1 số nước phát triển. So sánh giữa các cách này.,neg,Invalid
72,171000,275900071,5,Sách của GS Tuấn thì rất lý thú rồi,neg,Invalid
73,173648,74021317,5,"Một câu chuyện buồn. nhưng có lẽ phản ánh đúng thực tế. cuộc sống không chỉ có màu hồng, nhưng bạn phải mạnh mẽ vượt qua để trưởng thành.",neg,Invalid
74,173648,73787185,4,góc nhìn đa chiều về các quốc gia lớn trên thế giới.,neg,Invalid
75,175367,52584834,4,"Sách mỏng hơn mình nghĩ, nội dung cũng vậy. Chữ in rõ, giấy khá tốt.",neg,Invalid
76,175796,136143567,5,"Cuốn sách cung cấp thêm cho mình các chỉ số khác ngoài những chỉ số cơ bản, tác giả cũng viết khá sâu, mở rộng hiểu biết cho mn. Nếu bạn quan tâm thì mình nghĩ mua luôn cả 3 cuốn về đọc để có cái nhìn toàn diện hơn về nsh.",neg,Invalid
77,177919,87959748,5,"Một nơi mà chỉ tồn tại lính phóng hoả thay cho lính cứu hoả, bất cứ cuốn sách nào bị phát hiện ra đều bị đốt sạch...",neg,Invalid
78,177946,277425002,4,"Góc sách, bìa sách bị gãy",neg,Invalid
79,179586,57354850,5,"giao nhanh, đóng gói tệ",neg,Invalid
80,182419,3608623,4,"Đọc quyển này như đang đọc quyển sách dạy về Nho giáo, cách cư xử, lòng quyết tâm. 
Nếu ai đang lăng tăng đang có xu hướng buôn xui, muốn hướng thiện thì đây là quyển sách cho họ.",neg,Invalid
81,190557,48613094,4,"Cuốn sách cung cấp cái nhìn tổng quát về lịch sử hình thành của sách và có những điểm nhấn về những cuốn sách quan trọng.
Dành cho những người có hứng thú với lịch sử của sách hoặc muốn có một hướng dẫn về những cuốn sách cần đọc.",neg,Invalid
82,193424,276345840,5,Bản dịch đầy đủ. Văn phong khá hay nhưng không hay bằng bản dịch Ngọc Thứ Lang. Bạn nào muốn đọc một tác phẩm sát nguyên bản thì nên mua đọc.,neg,Invalid
83,193870,74021317,5,.,neg,Invalid
84,194522,3304875,2,Không chêm lót sách khi vận chuyển,pos,Invalid
85,201316,16391543,5,"Cuốn sách đáng đọc dành cho cả các bậc đã làm cha mẹ, chưa làm cha mẹ và cả những người con đọc để biết những gì mình cần trang bị trong thời đại số này.
Từ những suy nghĩ, chiêm nghiệm, nghiên cứu liên tục về  cách dạy con, tác giả đã hình thành một triết lý và phong cách dạy con theo kiểu Cha Voi của riêng mình, phối hợp từ văn hóa dạy con Việt Nam, Mỹ, Nhật, và Đan Mạch.
-----
""Mục tiêu cuối cùng của việc dạy con chính là cha mẹ có thể an tâm rằng con sẽ sống thành công và hạnh phúc khi không có mình. Cái cảm giác tự do, không phải lo lắng ấy thật sự thoải mái và hạnh phúc vô cùng!"" - Cha Voi
------
MỤC LỤC: 
🌱Lời tác giả
🌱Lời cảm ơn

🌱PHẦN 1. THỬ THÁCH DẠY CON Ở THỜI ĐẠI SỐ 

🌱PHẦN 2. TÔI ĐÃ ĐƯỢC DẠY DỖ NHƯ THẾ 

🌱PHẦN 3. CHA VOI, MẸ HỔ VÀ NHỮNG CÁCH DẠY CON KHÁC 
- Sức ảnh hưởng của môi trường dưỡng dục 
- Bốn phong cách dạy con: Độc đoán (Mẹ Hổ), Dễ Dãi, Dưỡng dục (Cha Voi), Bỏ rơi (Mặc kệ)
- ""Thương cho roi cho vọt/Ghét cho ngọt cho bùi"" có còn đúng?
- Độc lập: Một giá trị cốt lõi trong văn hóa Mỹ
- Nhân cách: Điều cha mẹ Nhật chú trọng
- Chơi để sống hạnh phúc: Triết lý của cha mẹ Đan Mạch 

🌱PHẦN 4. TÔI LÀM CHA VOI 
- Bốn trụ cột để phát triển cá nhân: Kiến thức, Kỹ năng, Nhân cách, Tư duy 
- Quốc có quốc pháp, gia có gia quy
- Rèn luyện kỹ năng sống
- Mài giũa nhân cách 
- Khai phóng tư duy

🌱Thay lời kết
🌱Tài liệu tham khảo",neg,Invalid
86,230097,204078065,5,"Tựa đề hấp dẫn, hy vọng hay",neg,Invalid
87,255308,57815506,5,"Một tác phẩm xuất sắc khác của Adam Grant, tác giả của Give and Take. Đơn giản là, nếu bạn muốn thay đổi việc gì, hay làm một cái gì đó hay ho, thì bạn sẽ cần 1 chút cảm hứng. Cuốn sách này cung cấp cho bạn nhiều hơn mong đợi về những câu chuyện, những động lực và cả những cách tiếp cận đáng để nghiền ngẫm.",neg,Invalid
88,261857,3639597,4,"Sách nội dung hay , nhưng cuốn mình mua cứ mấy trang lại bị gấp mép thế này , buồn quá",neg,Invalid
89,263531,750578,4,.,neg,Invalid
90,264366,48613094,5,"Các tỷ phú như Bill Gates bỏ 30 triệu đô để mua 1 cuốn sách của Leonardo da Vinci. Còn mình thì bỏ trăm nghìn ra đã mua được hơn 80 cuốn sách thay đổi lịch sử - thấy thật là hời :)  
Sách thiết kế độc đáo, nội dung bên trong ảnh, bối cảnh ra đời và tóm tắt thông tin của hơn 80 cuốn sách nổi tiếng qua các thế kỷ, thuộc nhiều lĩnh vực khác nhau (tôn giáo, thần học, nghị luận, Toán học, Thiên văn học, cổ tích...). Có ảnh scan sắc nét các trang sách cổ - rất rực rỡ và thu hút. Bạn nào đã đọc ""Những nhà khám phá"" hoặc các tác phẩm của Dan Brown thì sẽ có nhiều thông tin bối cảnh của các cuốn sách đề cập trong cuốn này hơn, và sẽ cảm thấy thích thú hơn.
Chỉ có một điều mình lăn tăn là danh mục tên của các cuốn sách được đặt không đồng nhất: Khi thì để tên gốc (tiếng Ý, tiếng Pháp, tiếng Anh), khi thì dịch sang tiếng Việt.",neg,Invalid
91,265512,24951095,2,Không thích hàng tặng kèm này,pos,Invalid
92,269760,101782486,5,"Được giới thiệu từ một người bạn trên mạng. Mình thấy cuốn sách đưa ra một số phương pháp khá hay để giúp bạn tập trung làm việc đạt năng suất cao hơn. Điều mà hiện nay đang bị xem nhẹ. Nếu đang tìm cuốn sách để nâng cao hiệu suất làm việc của bản thân, bạn hãy tham khảo cuốn sách này nhé. Ngoài ra nên tham khảo thêm một số cuốn sách khác để kết hợp được hữu ích với nhau hơn: Gieo thói quen nhỏ gặt thành công lớn, Đúng việc.",neg,Invalid
93,270488,67491398,5,"Nội dung hay. Đáng để đọc và suy ngẫm, nhiều lúc mình cảm giác mình đang hiểu sai về cuộc sống này.",neg,Invalid
94,274247,68774264,5,"Bà ấy mang số phận buồn, lúc trẻ thật hạnh phúc và sung sướng về vật chất và danh vọng. Cuối đời mất trong cô đơn nơi xứ người. Bà mang tư tưởng Tây âu nhưng vẫn là nàng dâu đứng mực của triều Nguyễn.",neg,Invalid
95,274802,50322710,5,Sách phải có,neg,Invalid
96,277192,184419723,5,Sách giao đến được đóng gói cẩn thận.,neg,Invalid
97,279177,52788072,5,"Trích tác phẩm.

Chiến binh cầu vồng. 
Vị thần được tôn thờ không ai khác hơn chính là địa vị xã hội, cái địa vị được xây trên nền tảng của sự phân biệt đối xử đối với những cư dân bản xứ nghèo khó.
Hiện thực cay đắng về mức tiền công của họ chỉ có nghĩa là: không hề có tiền dành cho việc học của mấy đứa con trong kế hoạch chi tiêu của gia đình một cu li. 
Một trong những phẩm chất phi thường của người Mã Lai là dù trong bất kỳ hoàn cảnh bi đát nào họ vẫn luôn xem mình thế vẫn còn may. Đó chính là cái lợi từ tôn giáo.
Nếu bạn rực rỡ và lộng lẫy như một chú chim két, bạn sẽ không thể nào có một cuộc sống yên bình.
người ta thường không ý thức được sự *** *** của mình, và, tương tự như thế, một vài người thường không nhận ra rằng họ đã được Đấng Toàn năng chọn lựa để toàn tâm toàn ý hiến mình cho tri thức.
Cuộc sống là những gì xảy đến với bạn khi bạn đang mải mê vạch ra những kế hoạch này nọ! -John Lennon. 
Chúng tôi biết rằng trên thế gian này có hai thứ không thể chống đối được: Thượng đế và phóng viên.
Cái nghèo là một mặt hàng.
Ở đâu tôi cũng thấy người kém may mắn nhất trên thế giới là người bi quan.
Những ai thất bại trong một khía cạnh nào đó của cuộc sống đổ hết lỗi cho Thượng đế. Họ thấy nếu họ nghèo, đó là vì Thượng đế bắt số họ phải như thế.",neg,Invalid
98,280440,3608623,5,Sách dùng phương pháp tự kỷ ám thị với những lời răng dạy mỗi năm mỗi thấm,neg,Invalid
99,280440,77982982,5,"Tác giả dạy ta rất nhiều bài học về quản trị xúc cảm sao cho thông minh và hiệu quả, các ví dụ cực kỳ chi tiết",neg,Invalid
100,280440,66619715,5,Sách được bọc kỹ càng và rất rất nhẹ,neg,Invalid
101,281434,9948009,5,E,neg,Invalid
102,281434,140416370,5,A,neg,Invalid
103,281434,273819808,5,A,neg,Invalid
104,281434,109017985,5,H,neg,Invalid
105,281793,106863963,5,"Sách to nha, chữ cũng to nốt, tha hồ bào sách cả tháng luôn",neg,Invalid
106,281793,117238177,5,"Sách nhiều bụi quá ạ, cứ như Tiki tồn kho rồi không lau sách trước giao á. Về nội dung thì sách kỹ năng, mất 2 tuần đọc và 6 tháng để học. Lần đầu em buồn về shipper (hình như anh ấy đang quạu gì đó) và Tiki vì không giữ vệ sinh sách á. Ngoài ra, cuốn này rất đẹp và đọc cực kỳ thấm, ai nhạy cảm thì cân nhắc giữ vững tâm lý và quan điểm trước khi đọc.",neg,Invalid
107,283464,6926841,4,Về nội dung không có gì bàn cãi nữa. Mình chỉ có góp ý nhỏ xíu là giấy nên dùng loại màu vàng hay cũ cũ tí như vậy sẽ hợp với nội dung tạo cảm giác cho người đọc “ sự hoài cổ “,neg,Invalid
108,284192,273819808,5,kiến thức tài chính thật tuyệt vời. giúp mình bỏ 1 số việc xấu trong việc quản lý chi tiêu,neg,Invalid
109,284542,87391039,5,Tiệt dời luôn,neg,Invalid
110,289714,35191892,5,"Vừa nhận sách, tuy chưa đọc nhưng Tiki đóng gói cẩn thận, sách bọc bookcare rất chỉnh chu",neg,Invalid
111,290138,74021317,4,.,neg,Invalid
112,292175,206837303,5,"Cực kỳ hay, không quá hàn lâm, như 1 cuộc trò chuyện chia sẻ giữa Perry và Oprad",neg,Invalid
113,292175,104074997,5,"Mới đọc sơ thôi, tác giả này bán theo phong cách tấn công, hardsell, tư duy của ổng phản ánh điêu này. Mình thì thích phong cách zig ziglar hơn",neg,Invalid
114,294638,31509726,5,"Vẫn kiểu văn của bác Ánh, chưa bao giờ làm mình thất vọng.
Kiểu lôi cuốn không muốn dừng,",neg,Invalid
115,302542,19274771,5,Chuỗi vụ án của Agatha Christie làm mình phải bỏ công sưu tập khá tốn kém đây.,neg,Invalid
116,306044,73207098,5,"sách của tác giả Robert Green thì ổn r, mình mua đủ bộ sách, còn thiếu cuốn này chờ mãi chắc cũng gần 5 năm từ lúc tve có bản dịch cộng động ?",neg,Invalid
117,308636,157240665,5,"Câu chuyện về tình yêu, tình bạn, lòng nhân ái.",neg,Invalid
118,315557,117238177,5,Rất nên đọc vì đến cuối sẽ như được healing tâm hồn vậy,neg,Invalid
119,317483,48629547,4,"tiki vận chuyển nhanh và hài lòng. tuy nhiên sách bị bong rách gáy phía cuối sách.
vơia cuốn sách này, con người ta có thêm nhiều ý tưởng tìm kiếm nguồn thu nhập (tiền) chứ không chỉ là việc tiền mua được cái gì",neg,Invalid
120,317483,3718031,5,"cuốn sách bổ sung cho dòng sách giáo dục và quản lý học sinh trong trường học, một lối tiếp cận giáo dục phù hợp",neg,Invalid
121,318283,273844978,2,"Nội dung không mấy hấp dẫn. Nói chuyện lòng vòng, ý lặp lại liên tục, chán ngắt. Đúng kiểu của phụ nữ nói chuyện, tác giả là phụ nữ nên thế. Nói chung không đáng đọc.",pos,Invalid
122,318561,274404957,4,"Nội dung bình thường, chưa lôi cuốn",neg,Invalid
123,318561,276642618,4,"Thiết kế cuộc sống của 1 New Rich, tập trung làm việc hiệu quả, làm việc từ xa. Đích đến là tự do tài chính",neg,Invalid
124,318561,107802188,4,"Suy nghĩ sinh ra cảm xúc, Cảm xúc dẫn đến hành động, Hành động sẽ có kết quả",neg,Invalid
125,318755,74021317,5,"Nội dung lôi cuốn, hấp dẫn.",neg,Invalid
126,319626,59262880,5,"Mới coi trang 5 thì trang 1,2 bị sút ra, mình phải dùng hồ dán lại",neg,Invalid
127,321240,57354850,5,"Tác phẩm quá nổi tiếng rồi nên mình không cần bình luận thêm gì về nội dung. Trước mình đã đọc bản dịch mang tên ""Tiếng chim hót trong bụi mận gai"", mà lần này đọc lại tác phẩm với một bản dịch khác vẫn thấy xao xuyến như đọc lần đầu, đủ thấy sức mạnh của một tác phẩm kinh điển. Nếu sách được in với khổ rộng hơn sẽ bớt dày và cảm giác cuốn sách có giá trị tương ứng với giá tiền hơn.",neg,Invalid
128,321432,90056907,5,"Nội dung sách chuyên sâu. Dịch chưa dễ hiểu, phải tra thêm mới hiểu sâu. Các thuật ngữ chuyên ngành rất đặc sắc.",neg,Invalid
