ProductID,CustomerID,CustomerName,Rating,Comment
3304875,31271,Hà  Nguyên Thảo,5,"Đọc lại lần 2 vẫn thấy thú vị, cảm thấy mọi thứ liên kết với nhau rất chặt chẽ và mình thích cảm giác ồ à khi mọi thứ vỡ lẽ mà truyện mang lại :)) kiểu phải lật lại mấy trang đầu để đọc lại ấy, mình còn viết cả dòng thời gian nhưng mà hơi fail. Đáng đọc nhaaaa, và bìa đẹppp"
74021317,31770,thiều trinh,5,
50414368,31770,thiều trinh,5,
145288029,31770,thiều trinh,5,
50414368,32858,kim thoa,5,
140416370,33342,Nguyễn Mạnh Cường,4,"Dù là best seller nhưng thực tế là rất khó đọc, nhất là với những người thiếu sự kiên nhẫn và thiếu khả năng tập trung như mình. Do đó, mình vẫn khuyến cáo các bạn nên lên youtube nghe tóm tắt sách, nghe giới thiệu về phương pháp Flow này, trước khi quyết định có mua sách giấy để hiểu được đầy đủ hơn không."
103379147,33484,Nguyễn Đức Hoàng,5,"Một cuốn sách để lại quá nhiều ám ảnh và day dứt, đọc xong mà tâm trí chơi vơi theo số phận nhân vật chính rồi cứ thế bị nhấn chìm vào đêm trắng vô tận…"
14053724,33484,Nguyễn Đức Hoàng,5,"Lật mặt hung thủ là chuyện nhỏ, tìm ra động cơ và cách thức gây án ĐỈNH CAO mới là sở trưởng của bộ óc thiên tài Higashino Keigo. Một tội ác HOÀN HẢO đến từng chi tiết. Cuốn trinh thám RẤT HAY cứu rỗi những ngày cuối tuần mưa lạnh ảm đạm._x000D_
_x000D_
#HigashinoKeigo #SalvationOfASaint_x000D_
Seijo no Kyūsai (聖女の救済), 2008_x000D_
(Sự cứu rỗi của thánh nữ, Nhã Nam, 2019)_x000D_
Đánh giá cá nhân: 8.5/10"
78598381,33861,Lê Trương Kim Ngân,1,"Sách giao quá lâu, mình đặt tuần rồi thì 1 tuần sau mới nhận được sách. 1 cuốn ok còn cuốn còn lại có vẻ sách cũ, dính dơ trên bìa sách. Thất vọng về cách gói hàng và vận chuyển của Fahasa"
72308265,34024,Đồng Thị Huyền Nga,5,
145288029,34911,Trần Thị Tú Oanh,5,
3954355,34911,Trần Thị Tú Oanh,5,
273819808,35274,Thao Hoang,5,
263070154,35569,Duy Quang,5,
76013378,36158,Tài Trần,5,
72308265,36210,Phạm Đào Khôi Nguyên,5,
52789367,37066,Nguyễn Ngọc Phượng,5,
193151000,37066,Nguyễn Ngọc Phượng,5,
78598381,37508,Nguyễn Ngân,5,Tốt
76013378,38143,Nguyễn Trần Kim Xuân,5,"giao nhanh, chất lượng sách tốt"
170708233,38574,Tất Khải Vinh,5,
77774625,38574,Tất Khải Vinh,5,
140416370,38574,Tất Khải Vinh,5,
52789367,38574,Tất Khải Vinh,5,
162844699,38840,Dang The Ngoc Tram,5,
74021317,38840,Dang The Ngoc Tram,5,
272000024,39060,Mai Linh,5,
52788072,39245,Lê Đình Duy,5,Sách hay.
7718737,39410,Nguyen Phuc,5,
8885995,41130,Phạm Ngọc Trang,3,"Sách giao cho mình bề ngoài ok, không gãy gập. Nội dung thì mình thấy bình thường, đôi chỗ mình đoán được luôn, mình ko thấy nó cuốn hút lắm í."
52789367,41527,Đinh Thanh Tâm,5,
35191892,43396,Trịnh Linh,1,"Dạo gần đây mình thấy tiki giao sách ko được sạch như ban đầu, sách lem nhem và rất bụi. Hy vọng các bạn sẽ cải thiện khâu bảo quản sách vì đối với những người yêu thích đọc sách thì việc khi nhận 1 cuốn sách mới mà nhem nhuốc thế này thật sự rất khó chịu."
145288029,47555,Mai Thành Chung,5,
52785564,47555,Mai Thành Chung,4,
74021317,47555,Mai Thành Chung,5,
192733741,47555,Mai Thành Chung,5,
76013378,47687,Trần Minh Đức,5,
184466860,48268,Đặng Ngọc Tiểu Nguyên,5,
74021317,48839,Thùy Trang,5,
102629318,49520,Hồ Trần Trúc Phương,5,"Quyển này nổi tiếng rồi nên mình không bàn thêm, mình mua giùm em, giao nhanh và sách đẹp ạ"
145977548,49979,Lai Hiếu,5,"Sách đẹp, giấy đẹp, nội dung đã khiến mình bất ngờ. Đáng để đọc."
10005245,50156,Nguyễn Nhi,4,"Nội dung khai thác khá mới lạ, nhưng dịch còn nhiều chỗ khó hiểu, không được mượt mà."
157240665,50322,Nguyễn Ngọc,5,
273819808,50322,Nguyễn Ngọc,5,
168283405,51302,Nguyễn Phương My,5,
54614797,51937,Kim Hoàng Đan,5,Đóng gói cẩn thận. nội dung ý nghĩa
170708233,52245,Ánh Hồng,5,
8885995,52640,Võ Đỗ Nhật Linh,5,
107026335,52905,Lý Trương Thanh Quế,5,
74021317,52905,Lý Trương Thanh Quế,5,
165030729,54109,Vũ Duy Khoa,5,"1 quyển sách rất hay nữa của Backman. mọi người tìm đọc 3 quyển còn lại của ông nhé, sẽ không thất vọng đâu ạ"
74021317,54109,Vũ Duy Khoa,5,Amazing
3304875,54418,Thiên Tư,4,"Đối với mình cuốn sách này hay nhưng chưa phải yêu thích nhất. mình vẫn đánh 4* vì tình yêu với keigo. được cái cuốn này tươi sáng, ko đau như nghi can X"
74021317,54698,Bùi Ngân Hà,5,
273819808,56307,Lê Doanh Trí,5,"Cuốn sách hay nhất về Tiền và đầu tư mà mình đã từng đọc._x000D_
_x000D_
Đã đọc 3 lần và sẽ tiếp tục đọc cho đến khi mọi ý tưởng, mọi nguyên lý trong cuốn sách trở thành một phần tự nhiên trong suy nghĩ của bản thân."
189643105,56336,Tùng Hoàng,5,
85763211,56336,Tùng Hoàng,5,
74021317,56336,Tùng Hoàng,5,
114937969,57039,Pham Thuy Linh,5,
3304875,57887,Ngô  Thanh Phương,5,"Tuyệt vời không có gì chê ạ.
Đơn vị vận chuyển BEST khiến mình thất vọng quá chờ đợi mòn mỏi. Tổng đài Tiki hỗ trợ cũng như không hỗ trợ."
262977989,58068,Đào Quang Chung,5,
52789367,58544,Ngô Đình Thạnh,5,
104741661,58713,Kim Ngoc,5,"Giao nhanh, bọc kỹ."
173882437,58953,Nguyễn  Thúy,5,
74021317,59109,Lê Quỳnh,5,"Cuốn hút, văn phong tự nhiên. Câu chuyện đơn giản nhân văn lấy đi rất nhiều nước mắt của mình."
52329763,59109,Lê Quỳnh,5,"Lần đầu đọc Haruki. Phải công nhận là nó khá dị. Đọc nửa cuốn xong không rõ sẽ còn bao nhiêu chi tiết hư ảo bất ngờ nữa, cứ như bị cuốn vào 1 vùng đất và cùng trải nghiệm hết mọi tình tiết chung với nhân vật. Đến khi đọc hết thì bị bần thần mất mấy ngày liền. Haruki quả là 1 tác giả thiên tài."
138226289,59802,Lương Văn  Doan,5,
72308265,59971,Trang Phạm,4,
85763211,60232,Huyen Ngo Thi Kim,5,
157240665,61161,Nguyễn Thị Thảo Ly,5,
74021317,62536,Nguyễn  Nhi,5,Giao hàng nhanh nhưng mình chưa đọc nên chưa biết thế nào
184466860,62730,Lạc Chánh Triều,4,Sách hơi dơ ở trang cuối và cạnh khi giao đến.
148802194,63510,đỗ  thanh đức ,5,
140416370,63700,Truc Nguyen ,4,Nhiều thông tin bổ ích
271379451,63868,Lều Thanh Tùng,5,
74021317,63897,Vũ Hồng Điệp,5,A
52584834,63897,Vũ Hồng Điệp,5,
145288029,63897,Vũ Hồng Điệp,5,
3304875,64025,Lâm Vủ Hoàng Khang,5,"Nếu như một ngày nào đó, mình nhận được một lá thư nhờ tư vấn, liệu rằng mình sẽ trả lời như thế nào? Và phản ứng của người nhận sẽ ra sao? Liệu rằng mình có đủ khách quan và đủ tinh tế để có thể giải đáp được những vấn đề đó hợp cả tình lẫn lý?

Đó là ""điều kỳ diệu"" của tiệm tạp hóa Namiya - nơi nhận gỡ rối tơ lòng.

Tưởng chừng mỗi câu chuyện, mỗi nhân vật sẽ tách biệt với nhau một cách độc lập. Vậy mà, với khả năng dẫn dắt cuốn hút chặt chẽ của mình, tác giả Keigo đã âm thầm kết nối các câu chuyện, các nhân vật với nhau vừa tinh tế lại vừa hợp lý.

Trải dài 5 chương là sự đan xen giữa câu chuyện của các nhân vật, những bức thư xin tư vấn và thư hồi âm từ Tiệm tạp hóa. Điểm chung của các nhân vật đến từ Trại trẻ mồ côi Marumitsu và Tiệm tạp hóa Namiya. Và cũng bằng sự tài tình trong lối dẫn truyện khéo léo của tác giả Keigo, mình cũng dần nhận ra những sợi dây vô hình gắn kết giữa các nhân vật, các câu chuyện.

Trong số những tác phẩm được xuất bản tại Việt Nam của tác giả Keigo thì đây là tác phẩm đầu tiên mình chọn đọc. ""Điều kỳ diệu của tiệm tạp hóa Namiya"" có thể không gay cấn, hồi hộp như những tác phẩm khác của bác, song, vẫn khiến mình bị mê hoặc trong cách thắt-mở nút các vấn đề. Bên cạnh đó còn là những giây phút lắng lòng để mình có thể suy ngẫm về mối quan hệ giữa người với người, gia đình, bạn bè, sự nghiệp,... được tác giả lồng ghép vừa vặn vào các câu chuyện.

Và có lúc đang đọc dở, mình phải dừng lại vì có cảm giác cái gì đó nghèn nghẹn ở lồng ngực. Mình tự hỏi rằng, có phải phần nào đó câu chuyện của các nhân vật trong truyện đã chạm đến ngõ ngách sâu thẳm nhất bên trong mình.

“Dù mục đích là quấy rối hay trêu đùa thì người gửi thư cho tiệm tạp hóa Namiya về cơ bản cũng giống như những người nhờ tư vấn bình thường khác. Tâm hồn họ hé mở ở đâu đó, những thứ quan trọng theo đó mà chảy ra. […] Không thể phớt lờ tiếng lòng của người khác được.”

“Rốt cuộc thì ta chỉ có thể tạo dựng cuộc đời bằng chính sức lực của mình mà thôi.”

“Chừng nào gia đình còn ở trên cùng một con thuyền thì vẫn có khả năng cả gia đình trở về con đường đúng.”

“Một khi tâm trí đã rời xa thì không bao giờ có thể gắn kết lại.”

""Nếu ví những người nhờ tôi tư vấn là kẻ lạc đường thì phần đông trong số họ ở tình trạng có bản đồ nhưng không chịu xem hoặc không biết vị trí hiện tại của mình.
Nhưng có lẽ bạn không thuộc loại nào trong hai loại này. Bản đồ của bạn vẫn còn là tờ giấy trắng. Bạn đang ở trong tình trạng dù rất muốn quyết định đích đến nhưng lại không biết đường đi nằm ở đâu.
Bản đồ là giấy trắng thì dĩ nhiên là lúng túng rồi. Ai cũng sẽ thấy mất phương hướng.
Nhưng bạn hãy thử thay đổi cách nhìn. Vì còn là giấy trắng nên bạn có thể vẽ bất kỳ bản đồ nào. Tất cả là tùy ở bạn. Mọi thứ đều tự do, khả năng là vô tận. Điều này thật tuyệt. Tôi mong bạn hãy tin vào bản thân và cháy hết mình với cuộc đời.”"
273819808,64498,Mai Quân Thái,5,
52789367,64974,Nguyen Nhi,5,
194205620,64974,Nguyen Nhi,5,
74021317,64974,Nguyen Nhi,5,
181699664,64990,Nguyễn Hoàng Mỹ Phương,5,
74021317,65143,Lê Minh Đức,5,"Về giao hàng, đóng gói tốt, bỏ vào thùng chung với sách khác vừa đủ nên không ảnh hưởng sách, nhưng thùng thì hỏng và lủng
Về nội dung thì mình chưa đọc nên sẽ đánh giá sau"
52789367,65143,Lê Minh Đức,5,"Về khâu giao hàng
Dù hơi lâu do quá tải đơn, Tiki đóng gói sách và quà tặng chắc chắn, không bị quăn góc hay hư dập
Về nội dung mình chưa đọc nên có thể sẽ thay đổi đánh giá sau"
145288029,65618,phạm Ngân,5,
138226289,65618,phạm Ngân,5,
138226289,65702,Doãn Lâm Phương Ngọc,5,noi dung hay
74021317,67198,Đặng  Huyền,5,
168283405,67198,Đặng  Huyền,5,
148802194,67198,Đặng  Huyền,5,
176909221,68275,Hong Van,5,Truyện hay!
276418968,68275,Hong Van,5,"Tình tiết nhanh, lôi cuốn."
173882437,68275,Hong Van,5,
196150482,68275,Hong Van,5,
113530805,68708,Lê Bá Ninh,5,"Sách hay - Dùng cho các bạn đang mông lung con đường khi bước vào đời._x000D_
Tuy nhiên, cần phải xác định cẩn thận rồi hẵng lao theo_x000D_
Quyết tâm thực hiện thì hậu quả hay kết quả cũng phải nhớ đó là con đường mình chọn."
170708233,68951,Nguyễn Kim Ánh,5,
53720978,68965,Dư Đức Thắng,5,
73878873,69441,nguyễn thị thu hiền,5,Sách hay
85763211,69902,NGUYEN NGOC TRANG  DAI,5,
184466860,70276,Huynh phuong thuy,4,"Đây là một cuốn sách tâm lý, kỹ năng mềm rất hay, rất gần gũi với những người hướng nội, những bạn nữ tự ti, những ai đang loay hoay chật vật định hình con người và giá trị cốt lõi của mình trong một thế giới mà lòng trắc ẩn, sự tự tế và sức khỏe tinh thần bị xem nhẹ. Sách có khổ nhỏ, dễ đem theo đọc. Tuy không dày về số trang nhưng nội dung lại không hề nông được củng cố bằng lối viết mạch lạc cùng những kết luận nghiên cứu thật sự. Bìa và tên của cuốn sách có thể khiến người mua nghĩ đây là một cuốn khô khan, nặng nề về cảm xúc nhưng thực ra lại rất dễ đọc và cuốn hút. Khuyết điểm: Không có kẹp sách. Chỗ 8 mối quan hệ được hình thành trình bày chưa được rõ. Dù sao, đây vẫn xứng đáng là một quyển sách cầm tay giúp xoa dịu cho người đọc những lúc cô đơn trên đường đời cũng như giúp cho ta sống vị tha và tốt đẹp hơn."
52788072,70354,Nguyễn Hồng Liên,5,Tôi rất hài lòng về sản phẩm và sẽ lựa chọn shop cho các lần mua hàng tiếp theo sau. Cảm ơn shop.
74021317,70879,Dương Như,5,
52788072,70879,Dương Như,5,
174842858,71239,Phan Hạnh,5,
157240665,71755,Nguyễn Tuyến,5,
145288029,71755,Nguyễn Tuyến,5,
120219394,71956,Nguyễn Ý,5,
184466860,71956,Nguyễn Ý,5,
162844699,72274,Trương Hoàng Yến,5,
85763211,72274,Trương Hoàng Yến,5,
273819808,74489,Phạm Văn Tiến,5,
73878873,75238,Nguyễn Phượng hoàng,5,Sách hay mình cảm nhận được cái mình thiếu. Ước gì đọc cuốn sách sớm hơn...
114937969,75600,Thuy Tran,5,
138226289,75905,Pham Nguyen Da Quyen,5,
76013378,75905,Pham Nguyen Da Quyen,4,
14508205,75905,Pham Nguyen Da Quyen,5,
273844986,75905,Pham Nguyen Da Quyen,5,
138226289,75945,Cao Ngoc Thuy An,5,Sách hay
52789367,76186,Lưu Ly,5,
168283405,77970,peter bo,5,
76013378,78455,Hà Hoàn,5,
53720978,78492,Nguyễn Cao Phương,5,
273819808,79234,Văn Thành,5,
273819808,79627,Lê Uyên,5,"Sách ok. Lời bìa sau hơi ngớ ngẩn, ""tác giả từng đạt giải thưởng"" là giải gì. Morgan Housel là tên tác giả."
113530805,80350,Trần Nguyễn Phương Linh,5,Sách hay
273819808,80736,Mai Lee,5,"Sách đẹp- giao hàng nhanh
Nội dung chưa xem hết chưa đánh giá đc ạ"
105483727,80809,nguyễn thị thanh  tuyền,5,gao hàng nhanh. chưa đọc nên chưa biết nội dung như thế nào.
189643105,81247,Vũ Đức Thành,5,"Nội dung hay, bìa đẹp"
76013378,81342,Lê Hải Đăng,5,Bọc sách cẩn thận
145288029,81619,Ngô Thanh Trường,5,
273819808,81619,Ngô Thanh Trường,5,
138107485,81619,Ngô Thanh Trường,5,
272000024,81619,Ngô Thanh Trường,5,
8885995,82635,Bana Mj,5,"Không bao giờ thất vọng khi mua hàng tiki, hôm trước đặt hôm sau đã có hàng, có sớm hẳn 3 ngày so với ngày dự định luôn, đóng gói rất tốt"
10005245,83787,Trần Trúc An,5,Sách ok nhưng tiki đóng bìa plastic k chắc chắn nên bị hở ra mình phải tự lấy băng keo dán lại á
148802194,84318,Đặng Duy Hoàn,5,😅😅😅😅
162205263,84318,Đặng Duy Hoàn,5,"Vận chuyển nhanh, đóng gói hàng kỹ càng"
50414368,85966,Thịnh Lê,5,
74021317,87423,Lê  Thúy,5,
52788072,87550,Trần Bảo  Châu,5,"truyện hay và tình cảm ạ, ai thích totochan có thể đọc thêm cuốn này"
145288029,87710,Thái Lạc Lam,5,"Chất lượng tốt_x000D_
Giao hàng nhanh"
74021317,87710,Thái Lạc Lam,5,"Giao hàng nhanh_x000D_
Đóng gói tốt"
138226289,88133,Nguyễn Nhung,5,
140416370,88277,Cao Nhã An,5,
52789367,88523,Teddy Tran,5,"Sách hay, lời văn đơn giản nhưng rất sâu sắc, chuyện liền mạch giúp người đọc liên tưởng những sự kiện trong cuộc sống. Sách mang theo nhưng câu nói triết lý đến độc giả, ngay cả khi đọc xong rồi cũng phải ngẫm nghĩ!"
77774625,88523,Teddy Tran,5,"Sách hay & thú vị, là tổng hợp các cách thức để giúp người đọc về sự tập trung. Sách phù hợp với nhiều độ tuổi!"
127844385,88616,Trương Minh Đăng,5,
273819808,88707,Mai Ngọc Thanh,5,
145288029,89719,Bùi Hồ Ngọc,5,
52785564,89719,Bùi Hồ Ngọc,5,
184466860,89903,Phong Linh,5,
145977548,90147,Nguyễn Ngọc Hiền,5,
107026335,90147,Nguyễn Ngọc Hiền,5,
76013378,90435,Bùi Quỳnh,5,
140416370,90775,Phạm Phương Thảo,5,
181699672,91850,Lê Bùi Thùy Dương,5,
72308265,91850,Lê Bùi Thùy Dương,4,
202879294,92398,Nguyễn Thành Trung,4,
273819808,92398,Nguyễn Thành Trung,4,
202879294,93187,Trần Thị Thanh Trang,5,Rất đáng đọc nha các b siêu chữa lành huhu
249876840,93187,Trần Thị Thanh Trang,5,
176909221,93187,Trần Thị Thanh Trang,4,"Truyện hay healing đáng đọc nhưng sách in hơi chán, nhiều chữ bị mờ gần như mất cả chữ luôn"
165030729,93187,Trần Thị Thanh Trang,5,
113530805,93391,Lê Trang,5,"Sách cần thiết cho các bạn trẻ mình đọc mấy năm trước giờ mua tặng em mình, sách này cũng góp phần vào con người mình ngày nay"
157240665,94137,Sóc Wook,5,
50414368,95028,Ngô Kiều Trang,4,
93249197,97395,Nguyễn Linh,5,"Sách đẹp như hình mô tả, giao hàng nhanh chóng và đúng như mong đợi"
115266692,97395,Nguyễn Linh,5,
273457566,97737,Hà Văn Kỳ,5,
75813201,97737,Hà Văn Kỳ,4,
194959173,97759,Thái Như Quỳnh,5,"Chờ giao hàng hơi lâu, nhưng mìn rất hài lòng về chất lượng sách giao đến. 

Về nội dung của bộ này thì khỏi phải nói nhiều nữa rồi, quá mê tập 1 nên chờ tập 2 ra là hốt về liền 😁"
52788072,98144,Lê  Nhi,5,"Ban đầu giọng văn hơi lủng củng và tác giả cũng không có mốc thời gian cụ thể để mình dễ hình dung bối cảnh. Nhưng càng đọc càng cuốn hút. Dù dựa trên câu chuyện có thật truyền cảm hứng nhưng giọng văn dí dỏm của tác giả và những quan sát tinh tế không gượng ép vào vai trẻ em. Một quyển truyện rất đời về đảo nghèo những năm trước 90
Nhiều bạn nói thất vọng về cái kết nhưng đây là đời thật. Nó hơi chua chát nhưng nó cũng mang lại rất nhiều cảm xúc và bài học"
273819808,98653,Nguyễn Văn Châu,5,
115266692,98653,Nguyễn Văn Châu,5,
168283405,98653,Nguyễn Văn Châu,5,
87226756,98653,Nguyễn Văn Châu,5,
202879294,99358,Ngô Lạm  Gia Lộc,5,
273819808,99358,Ngô Lâm Gia Lộc,5,
50414368,99358,Ngô Lạm  Gia Lộc,4,"Một tác phẩm trinh thám khác của keigo, vẫn những cú plot twist, nhưng cảm giác ko hay bằng phía sau nghi can X"
72308265,99358,Ngô Lạm  Gia Lộc,5,
78598381,101747,Nguyen Ban,5,có bọc bảo vệ  giao hàng nhanh
273819808,103198,Trần Công Văn,5,
76013378,103802,Nguyễn Minh Phương,5,
173882437,104748,Nguyễn Thị An Lộc,5,
194959173,104877,Thảo Ngọc,5,"Sách không móp méo gì. Giao hàng nhanh. Giá sale tốt. Nhưng vấn đề đóng gói vẫn rất sơ sài. Tiki chỉ chèn 1 đống giấy ở trên, còn sách thì nằm sát hộp. Mình không biết nên lúc cắt băng keo cắt luôn vào bìa truyện. Mọi người có unbox thì cẩn thận."
74021317,105673,vũ minh đức,5,
273819808,105673,Ngọc Hiền,5,
53452969,105703,Huỳnh Châu Bảo,5,quyển sách hay
272000024,105954,Alexander J,5,
138226289,107419,Nguyễn Đình Tuấn,5,"Rất đáng với giá. Sách hay, dịch tốt"
76013378,107419,Nguyễn Đình Tuấn,5,Không có gì để phàn nàn về cuốn sách này.
73878873,107440,Nguyễn Ngự,5,"Đây là cuốn sách đầu tiên mình đọc để tìm hiểu về tư duy nội dung cuốn sách sẽ phân tích về các loại tư duy trong cuộc sống từ đó giúp ta nhận biết được những tư duy và phát triển theo một chiều hướng tích cực đây lại là một cuốn sách của chuyên gia chiến lược học tập tự thân truyền thông người sáng lập thương hiệu nhà chiến lược Trung Quốc, Nội dung sách rất hay và hấp dẫn"
196150482,107464,Nguyễn Minh Tuấn,5,
52788072,107573,Phạm Thị Như Hoa,4,"Chưa đọc,nhưng sách in đẹp, đóng gói kỹ, sẽ là 1 câu chuyện đầy cảm hứng"
74021317,107752,Đặng Hồng Phương,5,"Đây là cuốn sách rất ""thật"", mình đã đọc nó mà nước mắt cứ rơi, bởi vì nó kể về cái nghèo và về nỗi đau và sự cô đơn của một đứa trẻ con bị cái nghèo bóp chết ấy chân thật quá."
184466860,108793,Hoàng Nhi,5,
72308265,110455,Trần Thoa,5,
173763072,111704,Nguyen Lan,5,"Sách seal mà bọc seal, mới in, giao nhanh, đóng gói tốt. Chưa đọc nên chưa review nội dung được. Cám ơn vì món hàng nha."
52789367,111775,Hướng Dương,5,
13419678,111775,Hướng Dương,5,"Sách hay, mình đã đọc 60 trang rồi. ❤️❤️❤️"
74021317,111775,Hướng Dương,5,
145288029,112690,Đỗ Viện,5,
74021317,112690,Đỗ Viện,5,
153518828,113590,nguyễn quyết bảo châu,5,
145288029,113590,nguyễn quyết bảo châu,5,
184466860,113590,nguyễn quyết bảo châu,5,
103379147,113590,nguyễn quyết bảo châu,5,
50414368,113590,nguyễn quyết bảo châu,5,
184466860,113607,Hồ Anh Khôi,5,
159004131,113745,Phan Sang,4,
74021317,113745,Phan Cao Sang,5,
74021317,114255,t. readytowin,5,"Giao nhanh, sách đẹp"
114937969,114255,t. readytowin,5,"Cuốn này quá nổi tiếng, mình mua thêm cuốn để trưng kệ sách, tiki giao nhanh, sách đẹp"
74021317,114538,trần lập,5,Sản phẩm giao nhanh. Đúng với miêu tả. Đóng gói kỹ lưỡng. Sẽ ủng hộ shop. cảm ơn shop vì sự đúng hẹn!
52785564,114538,trần lập,5,Sản phẩm giao nhanh. Đúng với miêu tả. Đóng gói kỹ lưỡng. Sẽ ủng hộ shop. cảm ơn shop vì sự đúng hẹn!
115266692,114538,trần lập,5,
35191892,114538,trần lập,5,Sản phẩm giao nhanh. Đúng với miêu tả. Đóng gói kỹ lưỡng. Sẽ ủng hộ shop. cảm ơn shop vì sự đúng hẹn!
189643105,114538,trần lập,5,
157240665,115690,Le Thi  Tram Anh,5,
74021317,115690,Le Thi  Tram Anh,5,
271379451,116171,Lê Quốc  Vin,5,
85763211,116668,Huỳnh Nguyễn Mỹ Linh,5,
77774625,116782,trương diệp phương anh,5,
73878873,116782,trương diệp phương anh,5,
