,ProductID,CustomerID,Rating,Comment,Label,Comment Cleaned
27,113530805,26732811,5,Thích vô cùng,pos,thích vô_cùng
28,74021317,20706346,5,"Đang đọc đc nửa cuốn nhưng đã thấy hay rồi, rất xứng đáng với giá tiền!♥️",pos,đọc nửa hay xứng_đáng giá tiền
29,262977989,138485,5,"Sách rất hay và hữu ích, nghe tới kế toán, tài chính là ngán ngẩm khô khan nhưng đọc quyển sách này thì khác hẳn. Học kế toán mà rất trực quan, dễ đọc, dễ hiểu.",pos,sách rất_hay hữu_ích kế_toán tài_chính ngán_ngẩm khô_khan đọc quyển_sách hẳn học kế_toán trực_quan dễ_đọc dễ_hiểu
30,187827003,8887994,5,sách được đóng gói cẩn thận và giao nhanh,pos,sách đóng_gói cẩn_thận giao_nhanh
31,140416370,24549514,5,"Sách được đóng gói kĩ càng, hình thức tốt, còn mới.",pos,sách đóng_gói kĩ_càng hình_thức tốt mới
32,74021317,7586482,5,Sách giao được bọc cẩn thận. Hài lòng,pos,sách giao bọc cẩn_thận hài_lòng
33,273633981,9891621,5,"sách đep ,giao nhanh còn có thiệp cảm ơn nữa",pos,sách đep giao_nhanh thiệp
34,275928713,13097836,5,"Đọc để có thể áp dụng EASY đúng cách hơn_x000D_
Nhiều kiến thức hay bổ ích",pos,đọc áp_dụng easy kiến_thức hay bổ_ích
35,159004131,11244201,5,"Sách hay giao hàng nhanh, đóng gói cẩn thận",pos,sách_hay giao_hàng_nhanh đóng_gói cẩn_thận
36,3954355,1521671,5,"Với lối hành văn giản dị, nhẹ nhàng cùng lối trình bày từng câu ngắn như thơ, tác giả dạy ta những điều rất hữu ích trong cuộc sống. Nếu bạn đang buồn, quyển sách này có thể xem như một người bạn thấu hiểu nỗi lòng bạn, giúp bạn chia sẻ nỗi buồn.",pos,lối hành_văn giản_dị nhẹ_nhàng lối trình_bày câu ngắn thơ tác_giả dạy ta hữu_ích cuộc_sống buồn quyển_sách người thấu_hiểu nỗi_lòng giúp nỗi buồn
37,174842858,29033634,5,"Hàng giao đến ko bị gì, sách vừa ý mình, kẻ mới bắt đầu sinh tồn nơi công sở",pos,hàng giao không sách vừa_ý kẻ mới sinh_tồn công_sở
38,76013378,5438839,5,"Nội dung khá ổn, có những tips tuy đã biết nhưng vận dụng chưa đc linh hoạt. Việc đọc đc gì thông qua dữ liệu có trong tay và làm sao để trực quan hoá chúng một cách có hiệu quả được tác giả dẫn dắt khá dễ hiểu. 
Tiki giao hàng rất nhanh, bất chấp ngày lễ và dịch bệnh.",pos,nội_dung ổn tips vận_dụng linh_hoạt đọc dữ_liệu trực_quan hoá hiệu_quả tác_giả dẫn_dắt dễ_hiểu tiki giao_hàng nhanh bất_chấp lễ dịch_bệnh
39,173763072,6936245,5,"""Một trong những lầm tưởng về hôn nhân là cho rằng kbg cãi nhau hay thảo luận về những vấn đề gây khó chịu đồng nghĩa với việc có một mqh 'tốt đẹp' """,pos,lầm tưởng hôn_nhân kbg cãi hay thảo_luận khó_chịu đồng_nghĩa mối_quan_hệ tốt_đẹp
40,113530805,23275122,5,giao hàng chuẩn ngày,pos,giao_hàng chuẩn
41,275025208,13713637,5,"Giao hàng nhanh, đóng gói cẩn thận",pos,giao_hàng_nhanh đóng_gói cẩn_thận
42,7718737,28223640,5,"Sách hay, vài ví dụ đưa ra rõ ràng cho một lỗi tư duy cụ thể. Đáng đọc.",pos,sách_hay ví_dụ rõ_ràng lỗi tư_duy đáng_đọc
43,105483727,11426631,5,"Giao hàng nhanh, sản phẩm đẹp",pos,giao_hàng_nhanh sản_phẩm đẹp
44,7718737,1041009,5,"có đoạn ghi rằng hãy chọn một ""người phá bĩnh"" để nhận được ý kiến trái chiều. Câu tiếp theo dùng từ ""cô ấy""
ko biết bản gốc tác giả viết như vậy hay dịch thuật chọn như vậy nhưng cảm thấy có sự phân biệt giới tính",pos,đoạn ghi người phá_bĩnh nhận ý_kiến trái chiều câu bản_gốc tác_giả viết hay dịch_thuật phân_biệt giới_tính
45,157240665,196741,5,"sách rất thơm. giấy chất lượng,có mùi của hoài niệm.",pos,sách thơm giấy chất lượngcó mùi hoài_niệm
46,46789754,8077752,5,"Sản phẩm đẹp, shop đóng gói rất cẩn thận khi giao hàng.
Tôi rất hài lòng",pos,sản_phẩm đẹp cửa_hàng đóng_gói cẩn_thận giao_hàng hài_lòng
47,50414368,5168192,5,Nội dung hay,pos,nội_dung hay
48,159004131,11155380,5,"đẹp lắm lun, to nua, nma giao hàng lâu qtr",pos,đẹp lun to nua giao_hàng lâu qtr
49,77539095,20565080,5,Tốt,pos,tốt
50,276388548,7956596,5,Sách hay,pos,sách_hay
51,35191892,7832655,5,"Mỗi người đều sẽ có một thế giới quan khác nhau vì vậy nhìn 1 vấn đề hay 1 sự vật đều sẽ khác nhau. Sách này mang lại 1 cái nhìn về một thế giới ngập tràn thông tin rộng lớn, giúp bạn có cái nhìn đa chiều. Chúc các bạn có những trải nghiệm thú vị khi đọc quyển sách này",pos,thế_giới_quan 1 hay 1 sự_vật sách 1 thế_giới ngập_tràn thông_tin rộng_lớn giúp đa_chiều chúc trải_nghiệm thú_vị đọc quyển_sách
52,85763211,19921807,5,Ok,pos,ổn
53,273819808,5091658,5,Mua tặng đừng hỏi gì cả,pos,mua tặng đừng
54,13419678,9769702,5,Nội dung hấp dẫn,pos,nội_dung hấp_dẫn
55,105483727,6368493,5,chất lượng,pos,chất_lượng
56,145288029,5359609,5,"Sách đẹp, truyện hay.",pos,sách đẹp truyện hay
57,52785564,413473,5,"mùa dịch tìm sách về dịch đọc
bao bì cẩn thận, nội dung cuốn",pos,mùa dịch sách dịch đọc bao_bì cẩn_thận nội_dung
58,74021317,922710,5,"Được các bạn review chứ em chưa đọc thử. Lịch giao mãi 16/8 mà hnay em đã nhận được rồi. Sách đẹp, bao bọc kỹ",pos,review chưa_đọc thử lịch giao mãi 168 hôm_nay nhận sách đẹp bao_bọc kỹ
59,273819808,22155204,5,Giao hàng siêu nhanh,pos,giao_hàng nhanh
60,275928713,13432639,5,"giao hàng nhanh, chất lượng sách mới rất tốt",pos,giao_hàng_nhanh chất_lượng sách_mới tốt
61,3608623,5657364,5,Nhận sách mà bất ngờ. Sách như kiểu cuốn ẩm nang nhỏ nhỏ xinh xinh í.,pos,nhận sách sách kiểu ẩm nang nhỏ nhỏ xinh_xinh í
62,74021317,11488980,5,hay,pos,hay
63,184466860,17976856,5,"Không bị cong, nhăn hay bất cứ thì gì khác",pos,không cong nhăn hay
64,48629535,854106,5,Nội dung e không đề cập vì e chưa đọc đến… cơ mà sách rất đẹp. E có mua cả gói book care… sách lung linh nhé.,pos,nội_dung e không đề_cập e chưa_đọc … sách đẹp e mua cả_gói book care … sách lung_linh
65,52788072,2040750,5,Good,pos,hay
66,76013378,23587088,5,Gói hàng ở Tiki lúc nào cũng gói hàng đẹp mà hộp đựng còn to hơn cả sản phẩm bên trong. Sách đẹp không bị cong. Cầm chắc tay,pos,gói hàng tiki gói hàng đẹp hộp đựng to sản_phẩm sách đẹp không cong cầm_chắc_tay
67,52789367,20481198,5,"bia dep, sach hay, giao hang nhanh.",pos,bia dep sach hay giao hang_nhanh
68,157240665,19060817,5,"cực kỳ xịn, giao hàng nhanh, hộp đựng bị móp nhưng ko ảnh hưởng tới sách bên trong",pos,cực_kỳ xịn giao_hàng_nhanh hộp đựng móp không ảnh_hưởng sách
69,48629535,7686792,5,"cực kì hài lòng,tiki khong bao giờ làm mình thất vọng",pos,hài lòngtiki thất_vọng
70,138107485,1957876,5,"Sách hay, sâu sắc, nên đọc!",pos,sách_hay sâu_sắc nên_đọc
71,74021317,15362900,5,Sách rất hay nha,pos,sách rất_hay nha
72,52788072,1362594,5,"mê lắm, highly rcm, nếu rảnh rảnh thì mn nên đọc thử nhé",pos,mê highly rcm rảnh rảnh nên_đọc thử
73,74021317,87550,5,truyện rất cảm động ạ,pos,truyện cảm_động
74,275928713,23536857,5,"Sách hay, đáng đọc",pos,sách_hay đáng_đọc
75,74021317,6399048,5,Một tác phẩm hay và nhiều ý nghĩa về cuộc sống. Tuy có hơi buồn và tiếc nuối,pos,tác_phẩm hay ý_nghĩa cuộc_sống hơi buồn tiếc_nuối
76,77774625,22499986,5,"Rất hay, sách đóng gói kĩ nên mua",pos,rất_hay sách đóng_gói kĩ nên_mua
77,85763211,28213054,5,"Bìa và giấy sách đẹp, nội dung khá hay, tiki giao hàng siêu nhanh ạ.",pos,bìa giấy sách đẹp nội_dung hay tiki giao_hàng nhanh
78,76013378,10516307,5,"Giấy in đẹp, nội dung hay",pos,giấy in đẹp nội_dung hay
79,78598381,27592027,5,"Khá ưng, có bọc ngoài cẩn thận",pos,ưng bọc cẩn_thận
80,10005245,29081419,5,"Tiki giao hàng nhanh, vừa ngủ dậy là nhận được hàng rồi 😍, đóng gói cẩn thận mình rất ưng, nội dung thì không phải bàn rất bổ ích, sẽ ủng hộ thêm ❤️",pos,tiki giao_hàng_nhanh ngủ dậy nhận hàng đóng_gói cẩn_thận ưng nội_dung bàn bổ_ích ủng_hộ
81,187827003,15346712,5,Hay,pos,hay
82,87226756,20314091,5,"Giao hàng nhanh, đóng gói cẩn thận lắm ạ.",pos,giao_hàng_nhanh đóng_gói cẩn_thận
83,3954355,18878416,5,"Nội dung hay đọc xong cảm thấy trong lòng êm dịu hơn,dễ hiểu dễ khắc sâu tâm trí từng bài học, những hình ảnh mang nhiều ý nghĩa khác nhau làm cho ta cảm thấy thoải mái bình yên khi chăm chú ngắm mỗi bức ảnh ý nghĩa trong trang sách.Một quyển sách rất tuyệt! Nên đọc 1 lần trong đời.",pos,nội_dung hay đọc xong êm_dịu hơndễ hiểu dễ khắc sâu tâm_trí bài_học hình_ảnh ý_nghĩa ta thoải_mái bình_yên chăm_chú ngắm ảnh ý_nghĩa trang sáchmột quyển_sách tuyệt nên_đọc 1 trong_đời
84,74021317,155017,5,Rất hay,pos,rất_hay
85,50414368,12914818,5,"Tiêu để nghe đã thấy hấp dẫn, muốn mua quyển này từ lâu na giảm 50% mới mua được",pos,tiêu hấp_dẫn mua quyển từ_lâu na 50 mới mua
86,74021317,16764405,5,"Sách nhìn xinh xĩu, chưa đọc nên minhg chưa nhận xét được về nội dung, phần góc sách có bị lõm vào chút nhưng mà cũng không sao. Mà giao hàng nhanh xĩu luôn",pos,sách xinh xĩu chưa_đọc minhg nhận_xét nội_dung góc sách lõm chút giao_hàng_nhanh xĩu
87,168283405,5376620,5,Sách hay,pos,sách_hay
88,168283405,26634271,5,"Sách rất hay , chất lượng tốt , các bạn nên đọc, đặc biệt là dân tài chính thì đây là cuốn sách không thể bỏ qua",pos,sách rất_hay chất_lượng tốt nên_đọc dân tài_chính sách không_thể_bỏ_qua
89,35191892,16864048,5,"trái vs nhận xét của những bạn từng mua, sách mình khá mới. nhưng thiết nghĩ là tiki nên giảm giá hơn cho những sách cũ và báo trc để mn cân nhắc, là mình mình vẫn mua vì những cuốn đó vẫn là tri thức mà vứt bỏ đi thì rất phí. sẽ mua tiếp 2 quyển trong series của nhà văn thiên tài này",pos,trái nhận_xét mua sách mới thiết_nghĩ tiki giảm_giá sách cũ báo trc cân_nhắc mua tri_thức vứt phí mua tiếp 2 quyển series nhà_văn thiên_tài
90,271380890,10131584,5,Lối viết đơn giản dễ hiểu.,pos,lối viết đơn_giản dễ_hiểu
91,275928713,19046299,5,Giúp ích cho các Mẹ bỉm sữa,pos,giúp_ích mẹ bỉm sữa
92,72308265,9762380,5,Sản phẩm giao nhanh và đẹp ạ,pos,sản_phẩm giao_nhanh đẹp
93,273819808,13536119,5,sách hay rất đáng bỏ thời gian và tiền bạc,pos,sách hay đáng tiền_bạc
94,42459036,5345208,5,Rất bổ ích cho các bậc phụ huynh,pos,bổ_ích bậc phụ_huynh
95,136340700,16493140,5,"Đặt sau 1 tiếng có hàng r, quá nhanh quá yêu, sẽ đánh giá nội dug sau",pos,1 tiếng hàng nhanh yêu đánh_giá nội_dung
96,54614797,10456907,5,"Bìa đẹp, giao hàng siêu nhanh, đóng gói cẩn thận",pos,bìa đẹp giao_hàng nhanh đóng_gói cẩn_thận
97,113530805,18051370,5,sách viết về các trải nghiệm của tác giả. 1 cuốn sách các bạn trẻ nên đọc,pos,sách viết trải_nghiệm tác_giả 1 sách trẻ nên_đọc
98,8886007,16290383,5,"Ngay sau khi đọc xong Người đua diều, mk đã muốn mua thêm cuốn sách này. Nhìn bề ngoài thì không có gì để chê cả.",pos,đọc xong người đua diều mua sách bề_ngoài chê
99,104741661,22002588,5,"ui, sách nhỏ nhỏ dễ thw lắm😚😙",pos,ui sách nhỏ nhỏ dễ_thương
100,78598381,17196678,5,Mình chưa đọc nhưng cuốn này được đóng gói cẩn thận nha,pos,chưa_đọc đóng_gói cẩn_thận nha
101,114937969,12584358,5,"Nội dung hấp dẫn, sách bìa đẹp đóng gói chắc chắc chắn giá cả phải chăng sản phẩm tuyệt vời",pos,nội_dung hấp_dẫn sách bìa đẹp đóng_gói giá_cả sản_phẩm tuyệt_vời
102,54614797,5334790,5,"Tiêu đề hay, mình chưa đọc nên chưa review được",pos,tiêu_đề hay chưa_đọc review
103,52584834,21500023,5,"Sách hay hợp lí 
Đóng gói kỹ giao hàng nhanh 
Hình ảnh mag tính chất minh hoạ",pos,sách_hay hợp_lí đóng_gói kỹ giao_hàng_nhanh hình_ảnh mag tính_chất minh_hoạ
104,3608623,27452991,5,không còn gì nói ngoài ( tuyệt vời),pos,tuyệt_vời
105,139979522,14904110,5,Sách hữu ích,pos,sách hữu_ích
106,74021317,20667402,5,hay,pos,hay
107,52788072,24841933,5,Good!,pos,hay
108,159004131,20238136,5,Quyển sách to đùng nhìn đã ghia hehe,pos,quyển_sách to_đùng ghia hehe
109,113530805,28774792,5,"sách nhìn mới cứng cáp, mùi thơm nhưng đóng gói hơi sơ xài hộp bên ngoài móp hết nhưng k ảnh hưởng đến sách",pos,sách mới_cứng_cáp mùi thơm đóng_gói hơi sơ xài hộp móp không ảnh_hưởng sách
110,93249197,7664088,5,Good,pos,hay
111,157240665,10268144,5,đẹp cute,pos,đẹp dễ_thương
112,3304875,22436349,5,"tốt, ko móp, rách, sac",pos,tốt không móp rách sac
113,3608623,1498992,5,"sách gọn, dễ mang theo. Giấy đẹp. Nội dung hấp dẫn.",pos,sách gọn dễ giấy đẹp nội_dung hấp_dẫn
114,3953475,21258924,5,"Sách hay, hữu ích cho những bậc làm cha mẹ để không bỡ ngỡ với những biểu hiện của bé yêu.",pos,sách_hay hữu_ích bậc cha_mẹ bỡ_ngỡ biểu_hiện bé yêu
115,126743464,1600588,5,"Sách khổ chữ to, giấy đẹp. Nội dung hay. Sách nói về những kế hoạch do chúng ta tạo ra trước khi chào đời , có những biến cố hay bệnh tật đều do chúng ta mong muốn trải nghiệm để học hỏi và phát triển về mặt tâm linh..Giúp người đọc tránh khỏi tâm lý nạn nhân, hay cho là nghiệp quả, sự trừng phạt. Mở ra cho người đọc những góc nhìn tích cực về những khó khăn, nỗi đau trong cuộc sống như một cơ hội để phát triển. Khuyên mọi người nên mua về đọc.",pos,sách khổ chữ to giấy đẹp nội_dung hay sách kế_hoạch chào_đời biến_cố hay bệnh_tật mong_muốn trải_nghiệm học_hỏi phát_triển mặt tâm linhgiúp người đọc tâm_lý nạn_nhân hay nghiệp trừng_phạt người đọc góc_nhìn tích_cực nỗi đau cuộc_sống phát_triển khuyên nên_mua đọc
116,78598381,12338021,5,"Sách đẹp, nội dung bổ ích, giao hàng nhanh !!",pos,sách đẹp nội_dung bổ_ích giao_hàng_nhanh
117,181699664,20267210,5,"sách bọc kĩ, giao hàng nhanh chóng",pos,sách bọc kĩ giao_hàng_nhanh chóng
118,52789367,1870362,5,"Mình mua tặng em trai, hàng order hôm qua mà hôm nay đã về tới Thái Bình, cu cậu thích mê luôn",pos,mua tặng em_trai hàng order hôm_qua hôm_nay thái_bình thích mê
119,54614797,14498156,5,"chuyện  rất  cảm  động và có ý nghĩa  nhân văn, mọi  người  ai  thích  đọc  sách  thì  lên mua.",pos,cảm_động ý_nghĩa nhân_văn thích đọc sách mua
120,53720978,6792164,5,Cuốn sách tuyệt vời lắm! Rất êm đềm,pos,sách tuyệt_vời êm_đềm
121,148802194,1827045,5,"Sách đẹp, gói cẩn thận lắm nha",pos,sách đẹp gói cẩn_thận nha
122,3608623,904327,5,Sách hay,pos,sách_hay
123,53720978,5573218,5,sách rất hay,pos,sách rất_hay
124,8886007,22139825,5,"Bạn mình đề xuất mình nên đọc cuốn này cho thêm chút nữ tính và mộng mơ. Nhưng nội dung cuốn sách lại làm mình thêm cố gắng và kiên định. Nhà xuất bản mình yêu thích, tiki giao hàng tốt.",pos,đề_xuất nên_đọc chút nữ_tính mộng_mơ nội_dung sách cố_gắng kiên_định xuất_bản yêu thích tiki giao_hàng tốt
125,78598381,22663696,5,Nice,pos,nice
126,74021317,18098281,5,"Phải nói là sách cực kì hay,  chất liệu giấy dày đẹp, nội dung rất cuốn hút, đóng gói rất cẩn thận, shipper thân thiện, giao hàng nhanh.",pos,sách hay chất_liệu giấy dày đẹp nội_dung cuốn_hút đóng_gói cẩn_thận shipper thân_thiện giao_hàng_nhanh
127,74021317,6701498,5,"Đã đọc xong sách, với người mới bắt đầu tập đọc sách như mình thì quyển này khá ok để bắt đầu không ngán. Mấy đoạn đầu đọc hơi chán tí mà bắt đầu vô đoạn giữa với đoạn cuối thì thấy dễ thương, đoạn cuối thì giật mình và xúc động. Cũng k biết diễn tả như thế nào nữa",pos,đọc xong sách người_mới tập đọc sách quyển ổn không ngán mấy đoạn đầu_đọc hơi chán tí vô đoạn đoạn dễ_thương đoạn giật_mình xúc_động diễn_tả
128,85763211,18144653,5,Sách đẹp lắm ạ nên mua nha mng,pos,sách đẹp nên_mua nha_mọi_người
129,85763211,10694545,5,sách rất đẹp và vận chuyển rất nhanh nha,pos,sách đẹp vận_chuyển nhanh nha
130,19349145,21250889,5,"Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. Hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng hoa. Xin nghiêng mình cảm ơn vì tất cả.",pos,hàng đóng_gói đẹp quả_nhiên người gửi_gắm tâm_tư tình_cảm gói hàng hộp dấu_hiệu móp chứng_tỏ bộ_phận vận_chuyển nâng nâng trứng hứng hứng hoa nghiêng_mình
131,271380890,20541214,5,sách hay,pos,sách_hay
132,74021317,22854829,5,"very good job tiki :3
vừa đặt hôm qua nay đã giao r, mà sách rất sạch đẹp, vuông vắn ko bị xước hay gì cả, lần này ưng cái bụng, nội dung sahcs thì ko cần bàn, ai cũng nên đọc 1 lần",pos,very hay job tiki 3 hôm_qua giao sách sạch đẹp vuông_vắn không xước hay ưng bụng nội_dung sahcs bàn nên_đọc 1
133,187827003,603691,5,"Có lẽ mình đọc tiếng Anh tốt nên khi dịch giả dùng từ ngữ cao siêu, mình thấy ong cả đầu. Có những từ không nhất thiết phải sử dụng từ Hán Việt mà dịch giả hoàn toàn có thể sử dụng ngôn ngữ hiện đại để tiếp cận lượng khán giả trẻ trung và đông đảo hơn. Dù sao, mình biết rằng công việc của một dịch giả không hề dễ dàng và mình tôn trọng thành quả cũng như phong cách của dịch giả.",pos,đọc tiếng tốt dịch_giả từ_ngữ cao_siêu ong đầu không hán việt dịch_giả ngôn_ngữ hiện_đại_để tiếp_cận khán_giả trẻ_trung đông_đảo công_việc dịch_giả không hề dễ_dàng tôn_trọng thành_quả phong_cách dịch_giả
134,126743464,636210,5,"sách đẹp. bìa in chữ nổi. khổ to và dày
nội dung cuốn sách thì sẽ đọc hôm nay
nhưng có vẻ rất hấp dẫn.",pos,sách đẹp bìa in chữ_nổi khổ to dày nội_dung sách đọc hôm_nay hấp_dẫn
135,276388548,26356001,5,"Sách bao bọc kĩ không móm méo, nội dung thì quá hay",pos,sách bao_bọc kĩ không móm méo nội_dung quá_hay
136,42459036,18162355,5,nên đọc nhé mm,pos,nên_đọc mm
137,74021317,20033413,5,hay,pos,hay
138,52788072,11686502,5,sách đẹp không bị lỗi gì cả. Đặc biệt là giao sớm hơn cả dự kiến. Rất ưng ý luôn ạ!,pos,sách đẹp không lỗi giao dự_kiến ưng_ý
139,3608623,7611539,5,Giao hàng nhanh,pos,giao_hàng_nhanh
140,74021317,26726455,5,sách siêu đẹp luôn,pos,sách đẹp
141,173882437,18853642,5,Bìa đẹp đóng gói chắc chắn,pos,bìa đẹp đóng_gói
142,53532186,11516403,5,"Sách in trên giấy rất tốt, bìa tốt, từ ngữ dịch rất gần gủi, dể hiểu, dể đọc.",pos,sách in giấy tốt bìa tốt từ_ngữ dịch gần_gũi dễ_hiểu dễ_đọc
143,252456572,148229,5,"Sách nội dung ngắn gọn, xúc tích dễ hiểu. _x000D_
Hình minh hoạ rõ sắc nét. _x000D_
Tiki giao hàng nhanh, đóng gói chắc chắn. 10 điểm",pos,sách nội_dung ngắn_gọn xúc tích dễ_hiểu hình minh_hoạ sắc_nét tiki giao_hàng_nhanh đóng_gói 10
144,3954355,18057041,5,"Mong sao giữa những bộn bề cuộc sống, ta tìm lại chính mình. Nơi đấy 2 cn người tưởng chừng xa lạ mà thân quen từ lâu, nơi 2 trái tym với 2 dòng xúc nhưng lại cùng chung một nhịp đập. Mong bạn một cuộc đời bình an",pos,mong bộn_bề cuộc_sống ta đấy 2 cn người tưởng_chừng xa_lạ thân_quen từ_lâu 2 trái_tim 2 dòng xúc nhịp đập mong cuộc_đời bình_an
145,74021317,26368737,5,ý nghĩa,pos,ý_nghĩa
146,5067169,5094181,5,"Giao hàng nhanh cực!! 😚😚

Sách hơi bụi xíu nhưng mà không sao. Nội dung đọc thú vị, mới mẻ, học hỏi thêm được nhiều điều mới.",pos,giao_hàng_nhanh cực sách hơi bụi xíu nội_dung đọc thú_vị mới_mẻ học_hỏi mới
147,3954355,12071795,5,"Giao hàng nhanh lắm luôn 
Ưng lắm
Chắc chắn quay lại nhiều lần",pos,giao_hàng_nhanh ưng
148,73878873,21122888,5,"Hình thức đẹp có bookmark , giá cx rẻ nữa , mình thấy nhiều bạn bảo bị giao nhầm với cả sách có vấn đề nhưng may quá mk k bị",pos,hình_thức đẹp bookmark giá rẻ bảo giao nhầm sách may không
149,271380890,15300538,5,tuyệt lắmmm,pos,tuyệt lắmmm
150,72308265,5130055,5,"sách mới, đóng gói kỹ càng",pos,sách_mới đóng_gói kỹ_càng
151,10005245,16963394,5,Mình vừa mua xong chưa kịp đọc. Nhìn cảm quan bên ngoài khá ưa nhìn,pos,mua xong kịp đọc cảm_quan ưa_nhìn
