ProductID,CustomerID,Rating,Comment,Label
173364636,152889,3,"Truyện mới nhưng giao không có lót, hơi bị lỗi vài góc
Poster không bỏ vào ống mà gấp lại nên để lại vết hằn rất rõ ảnh hưởng tới cảm quan
Tiki gói hàng ngày càng tệ, không phải lần đầu tiên nên trừ 2 sao",neu
173364636,340494,2,"Không tương xứng với giá tiền. Fame của bản điện ảnh quá lớn nên có vẻ Daisybook làm việc hơi tệ vì kiểu gì sẽ có người mua. Mình thất vọng lớn ở 2 điểm: _x000D_
1. Chất lượng sách: Dù đọc review thấy nhiều bạn đã đánh giá sách thành phẩm có nhiều lỗi nhưng mình vẫn đặt mua vì không phải big point đối với mình. Tuy nhiên cầm sách trên tay thì mình khẳng định bao nhiêu năm đọc sách thì đây là cuốn tệ nhất mình mua. Giấy không được cắt kỹ còn thêm nữa là đang đọc mà rớt hẳn trang ra - sách 100% brand new mà tưởng như mua second hand_x000D_
2.Nội dung truyện không hấp dẫn. Tất cả chi tiết đều bê nguyên từ bản điện ảnh và không có thêm 1 tình tiết nào giúp người đọc khám phá nội tâm A Hán và Birdy",neg
173364636,27275373,4,"tiki giao k có bọc chống sốc, sách bị móp và cắt giấy k đều :D bìa có chỗ bị tróc, giao hàng nhanh nhma nchung là :D….",neg
173364636,27231387,4,Giá cả hợp lí,neg
173364636,27167251,4,"Sách đẹp, tuy nhiên bị df một số chỗ, nhưng ko đáng kể, chấp nhận đc🤍",neg
173364636,27218006,4,"tưởng giảm tiền freeship ai mà có ngờ đâu vẫn y vậy, may mà không df",neg
173364636,24779419,4,Nghĩ sao mà không có bọc chống sốc!!! Poster thì không có ống đựng nước vậy ạ !! Poster đi gấp thành tư là sao !! Làm việc gì mà kì cục vậy Tiki,neg
173364636,17542646,3,Poster cứng mà nhà bán đi gấp lại bỏ chung với sách thì quá thất vọng :((,pos
173364636,18820667,4,biết là Tiki gói hàng ẩu lắm nhưng mà nhận hàng mở ra mà sách bị móp cũng đau lòng chứ bộ😭,neu
173364636,27126522,1,"gói hàng kì cục ,sao lại gấp poster làm bốn,rõ làm biến",neu
173364636,25260323,3,cái poster như vả vào mặt mình nó k được đựng vào cái ống mà bị gập vào sách bị df,neg
173364636,5140188,3,truyện còn nguyê seal nhưng có 1 trang bị rách,neg
173364636,27867660,4,"Bìa đẹp, giao nhanh, sách hay, khá ổn.",neg
173364636,13347298,1,Giao poster mà gập lại như vậy là hỏng hết pt rồi ạ,neg
173364636,23430625,4,"Sách có vết xước, cơ mà giao nhanh nên được 4 sao",neg
173364636,26128978,4,Xinh lắm những truyện với pos bị df ạ:(,neu
173364636,17524888,1,Giao sách gập póter hư cả,neg
173364636,20243459,4,lại poster gập..😔😔,neu
173364636,98262,1,"(*) Đánh giá không tính điểm
Mình đặt mua bản đặc biệt vì thích quà của sản phẩm nhưng nhận hàng lại ko có quà đi kèm. Nhờ giao bù quà thì mấy hôm mới được phản hồi là hết quà @@ trong khi mình vẫn phải trả tiền cho bản đặc biệt. Yêu cầu tiki hỗ trợ cho mình trả hàng hoàn tiền giúp mình sớm với ạ.",neg
173364636,27797787,2,"(*) Đánh giá không tính điểm
sách bị df với rách 1 chút huhuhuhuu",neg
165030729,1529510,1,"Đối với ý kiến cá nhân mình, thì đây là quyển truyện có nội dung không hay, cốt truyện loanh quanh, luẩn quẩn, rối rắm._x000D_
Với vai trò là người mẹ mình tuyệt đối không muốn con mình đọc những quyển truyện có nội dung như thế này. Tác giả đưa quá nhiều hình ảnh người tự tử và người giới tính thứ 3 vào truyện.",neg
165030729,8757618,4,"Sách rẻ, giao nhanh, nhưng sách bị mất thẩm mĩ ở một số chỗ",neu
165030729,7396286,4,"Xét về mặt nội dung thì khá ổn, tác giả không làm mình thất vọng. Đây là một cuốn sách về những con người tử tế, đáng yêu và cũng đáng thương, ai cũng sống với những nỗi âu lo của mình. _x000D_
Câu nói tâm đắc (mình không nhớ chính xác nhưng đại khái là) “Bà không hiểu đâu, phải làm cha mẹ tệ đến mức nào mới khiến con mình không có ý định có con”",neg
165030729,19452967,4,"Hài hước, nhân văn, câu chuyện về những con người dở hơi nhưng đầy tình thương và lòng bao dung, chữa lành",neu
165030729,14091237,2,"Giao chậm, sách móp 1 góc",neg
165030729,14958424,4,"Nhận sách đóng gói ok nè mà chưa có đọc, phần đánh giá này là cho đóng gói và vận chuyện chứ phải liên quan nội dung sách nha.",neg
157432540,11877101,4,Cuốn sách là những bức thư của TCS viết cho GA. Nội dung hấp dẫn. Mỗi tội sách bị quăn mép. Giấy có vài tờ nhàu,neu
157432540,8080406,2,"Sách thì hay và nội dung in dễ đọc. 
Mình mua 2 lần, lần 2 cầm đi lại mấy lần mới phát hiện bị lỗi mà lỗi mấy trang luôn mà mình tìm thì thấy không cho nhắn tin khiếu nại @@",pos
153518828,10557203,2,"* điểm trừ:_x000D_
- sách cong hẳn sang một bên nhìn như con tôm, xước đôi chỗ_x000D_
- tiki bây giờ xịn xò quá bonus cho hẳn cái dính dính chỗ tên nhà xuất bản luôn =)))) bóc không ra mà còn bị xước_x000D_
* điểm cộng_x000D_
- giá sale rẻ, ổn (50k) giá gốc (90k)_x000D_
- sách cô Tư nên yên tâm về nội dung_x000D_
- có bookmark, có bọc sách chống bẩn_x000D_
 * điểm chưa hài lòng_x000D_
- sách quá mỏng ( dù biết sách cô Tư là mỏng )_x000D_
_x000D_
mình cho 2 sao vì sale thì sale chứ không phải cứ sale là được bán sách xước cong cho khách, chê nha

ẢNH CUỐI LÀ KẾT QUẢ CỦA CHIẾC TÓC HAY GÌ GÌ ĐÓ CỦA TIKI NHA MỌI NGƯỜI, CẬY RA THÌ ĐỒNG NGHĨA VỚI VIỆC CÁI BÌA NHÌN NHƯ MỚ GIẺ LAU",pos
153518828,9992595,4,"Sách giao nhanh, trong vòng 3h nhận được rồi, tuy nhiên mình chọn bookcare mà nhận được bọc thế này??? 
Bóc lớp seal thì bìa cũng khá xinh, mới.
Mình thích văn của tác giả lâu rồi nên mua, nội dung sau khi đọc sẽ review lại",neg
153518828,12790497,4,"mọi thứ đều ổn từ tác giả mình thích, khâu vận chuyển nhanh, kĩ, shipper dễ thương, NHƯNG tại sao Tiki lại để giá niêm yết KHÁC với giá bìa trên sản phẩm là điều mình khó hiểu. Lần đầu tiên mua hàng bị thất vọng như hôm nay",neg
153518828,25193310,4,"Trang 137 và 138 bị lỗi. Đang từ truyện ""Trong hộp sương B'lao"" chưa hết đã sang truyện ""Trốn thoát"". Truyện ""Trốn thoát"" cũng ko có tiêu đề ở trang mà chỉ có dưới góc phải trang sách",pos
153518828,232953,4,"Sách ok. Mình chưa đọc_x000D_
Ko hài lòng lắm về dịch vụ ship của Tiki, kiến nghị Tiki có dịch vụ giao hàng ngoài giờ HC. Mua sách của Tiki giờ rất khó khăn luôn",neu
153518828,21169221,4,"Sách đẹp, giao hàng nhanh. Nhưng cuốn này chắc là cuốn sách mình không thích nhất trong bộ sách của chị Tư mặc dù háo hức đặt mua trước khi phát hành. Cảm giác Tư muốn thấy đổi nhưng vẫn dùng dằng với cái cũ.",neg
153518828,22407670,3,"Sách đẹp, nhưng sách của Tư lại lần nữa làm mình khó ngấm.",neg
153518828,5129175,4,Bọc biếc okla đầy đủ nma sách vẫn bị quăn góc huhuhuhuuuu,neu
153518828,2140582,4,"Sách khá OK, nội dung bình thường",neg
153518828,16532842,4,"là những mẫu truyện ngắn mang chất đọc xong thấy buồn man mác, có 1-2 truyện bị trùng, trang giấy trơn đẹp",neg
153518828,8808046,4,"Có chọn bookcare để mang tặng mà không thấy bọc sách cho mình, hơi buồn!",pos
153518828,10702669,4,"Ngôn từ hơi khó ngấm, các quyển gần đây của cô mình ko thích lắm.",pos
153518828,7246116,1,"Sách giao cho mình bị nhăn bìa, và nhăn  một vài trang, thật sự rất là không vui!",pos
153518828,19944806,4,ok,neg
153518828,432895,4,"Sách hay.
Tuy nhiên, vừa mua xong Tiki Tradinh giảm 20%.",pos
153518828,22512561,1,Được lắm ạ! Cám ơn nnt ca mau,neu
153518828,26070080,4,Cũng tạm,neg
153518828,19686560,4,hay,neg
153518828,26081440,4,jk,neg
148802194,14404873,1,"Cực kỳ thích bộ này thấy trên tiki thì đặt ngay 
Và kết quả muốn xĩu ngang
 t là người cực kỳ lười đánh giá nhưng mà cũng phải lên viết một cái :)) 
ĐIỂM CỘNG:
-  giao nhanh, phí rẻ
ĐIỂM TRỪ:
- Gáy xấu
- không chống sống
- rách mẹ cái gáy 🤡",neg
148802194,14530577,1,"chưa bao giờ mua sách mà thất vọng như vậy. đóng gói sách mà như gói quần áo, nhăn nhúm các góc. tại sao k bọc giấy chống xốc lại để k nhăn, móp méo như vậy. thật thất vọng",neg
148802194,25705617,1,Sách mình vừa khui đã thấy trang sách bị gập lại thế này :(( Hi vọng Tiki sẽ xử lí tình trạng đơn hàng giúp mình,neg
148802194,12938861,1,"Sách mà cong hết lên, tróc cả góc sách như thế này",pos
148802194,13034745,3,"sách ko có bookmark, bày đặt dọn kho online",neu
148802194,12293130,4,Đóng gói chưa tốt!,neu
148802194,18731642,4,"Sách giao nhanh, đóng gói hơi sơ sài",neg
148802194,7046363,4,"Giao hàng nhanh, nhưng sách có mấy trang bị quăn góc bìa sách cũng thế",neg
148802194,11029973,4,Bìa bị lủng một lỗ như vậy 🥲,neg
148802194,13304839,4,Sách hay,neg
145977548,7877468,3,"Sách mình nhận được hơi cũ, hơi bẩn một chút nên mình có lau qua thì cũng tạm ổn. Cuốn này xuất bản 2022 cũng được 2 năm rồi nên mình cũng không hi vọng sách mới, có lẽ cũng ít người đọc, nên với mình cũng không có nhiều vấn đề lắm._x000D_
Về dịch vụ ship hàng đóng gói của tiki thì vẫn rất oke, chẳng qua sách không được mới nên mới vậy._x000D_
Về nội dung sách thì cá nhân mình thấy tương đối ổn, nói về đúng những điều mà mình đang tìm hiểu, những chương đầu nói chung là ổn, nhưng càng về sau càng thấy có vẻ tác giả đang cố nghĩ ra để viết cho xong cuốn sách chứ không có nhiều đầu tư. Cái ý tưởng và nội dung của sách mình đánh giá là rất hay, nhưng có lẽ tác giả còn quá trẻ nên cách diễn đạt cũng như hành văn chưa được hay cho lắm, mình xin lỗi vì đây chỉ là cảm nhận của cá nhân mình. Nhiều từ tác giả dùng có phần trừu tượng khó hiểu, không phù hợp bối cảnh cho lắm và bị lạm dụng nhiều, nội dung nhiều điểm bị lan man và không được kết nối với nhau. Mình có cảm nhận sách chưa được đầu tư một cách chau chuốt, mình đọc thấy cấn cấn nhiều chỗ và cảm thấy bị gượng ép, không được tự nhiên. Nói chung để đọc và chiêm nghiệm thì sách vẫn ổn, tác giả nên đầu tư hơn một chút, mình chấm 6.5/10",neg
145977548,20644179,2,"Một cuốn sách về Đạo, về lẽ thường Vĩnh Cửu và Vô thường, được viết bởi một chàng trai trẻ..._x000D_
Trải nghiệm chưa sâu nên khi mặc cái áo quá rộng này rất buồn cười. Phải chăng tác giả nên tìm chủ để nào phù hợp với độ tuổi và trải nghiệm cuộc sống hơn_x000D_
Giá 36k phù hợp, ít tiếc khi ko đọc",neu
145977548,10596275,1,"Kb có ai cũng từ *** mà lội vô đây mua sách hay ko nma thật sự mình thấy thất vọng về quyển sách. Đang stress muốn tìm đọc để thấy bình yên trong tâm hồn hơn xíu mà đọc xong đau đầu hơn😑. Sách kiểu rất khó hiểu như sách triết ý mn, từ đầu cho đến mục “tôi” thì như vậy, phần sau dễ hiểu hơn xíu. Chỗ nào có ví dụ với kí ức của tác giả thì đỡ hơn. Ca nhân mình thấy cuốn sách rất khô khan. Cả quyển tâm đắc đúng phần đc up lên ***😂nên mình khuyên mn nên xem xét kĩ trc khi mua về, mình cố mãi mới đọc xong luôn á, nến xem tổng thể chứ đừng chỉ vì mấy dòng mà nghĩ n hay, hoặc do mk ko bắt sóng đc vs tgia😀Ncl sách rất ko như mong đợi huhuhu, mk có chụp 1 trong rất nhiều đoạn khó hiểu :v
1* là cho nd sách nhé còn hình thức ok mn ạ!",neg
145977548,9655646,4,"Giọt đồng hồ kêu tích tắc, tiếng quạt trần trưa nồng nặc kêu ong ong, lời kể chuyện thâm trầm của ông, phút rung động mông lung cảm nắng một bạn khác giới và những vần đỏ trên tay mỗi lần đọc sai bị trách phạt,… mình trân trọng nỗ lực của Long trong việc phục cố lại mảng ký ức tưởng dần mờ đi trong miền kỷ niệm của mỗi người. Từng chương trong cuốn sách là từng trăn trở bước đầu của mỗi người trẻ trên hành trình kiếm tìm chân ngã và lý giải chính mình cũng như xã hội. Suy cho cùng, kiếp người chỉ gói gọn trong vòng trăm năm hạn hữu, ở mỗi khoảnh khắc mong manh dễ vỡ: khi kim tiêm đâm vào cơ thể mình, lúc khuỵu ngã trên mảnh đường đi, tiếng thì thầm tưởng tượng hồn ma nào theo bước, ngước nhìn mảnh ngói vỡ vụn tước rơi,… tất cả đều khiến ta nghĩ về cái chết. Chết là chi và nếu ai cũng “một mai hoà vào cát bụi” thì sống để làm gì?",neu
145977548,98918,3,"Giao nhanh. Sách không hay như mình mong đợi, giọng văn của bạn này còn khá non, nhiều ý mình thấy đưa ra chưa rõ ràng, khá vòng vèo. Nhưng đồng thời cũng có những quan điểm hay và góc nhìn mới. Tác giả chắc chắn sẽ có những cuốn sau xuất sắc hơn",neg
145977548,1392923,3,"Mình mua sách vì thấy chạy quảng cáo và đọc đánh giá khá ổn. Nhưng có lẽ nó ko hợp với mình. Văn phong viết thì khá ổn nhưng về nội dung thì không cô đọng được gì. Nó kiểu như cách nhìn 1 chiều của tác giả. Trình bày vấn đề khá chung chung, kiểu như nói về 1 vấn đề khoa học dưới dạng văn chương",neg
145977548,17243616,1,"Mình rất thất vọng về nhà sách, mình đặt sách trên tiki là vì chất lượng tốt, nhưng hôm nay mình đặt 4 cuốn thì hết 2 cuốn bị lỗi, sách bị dơ và bị nhăn như thế. Mong là tiki sẽ khắc phục tình trạng hàng như thế này, mình cảm ơn",neg
145977548,417604,1,"Mình đã đọc qua khá nhiều sách nhưng đây là quyển sách đầu tiên mình đọc từ đầu tới cuối gần như là ko hiểu gì cả, ngôn ngữ rất cao siêu và khó hiểu, nội dung thì vô cùng triết học, mình đã cố gắng đọc hết nó nhưng chẳng hiểu gì hết, nó ko đọng lại trong đầu mình dc chỗ nào cả vì mình có hiểu đâu mà nhớ, nếu như dc chọn lại thì mình sẽ ko bao giờ mua nó. Đấy là ý kiến cá nhân của mình, mình ko dám khuyên bạn đừng mua vì có thể bạn sẽ hiểu và thấy nó hay cho nên hãy xem đây là lời tham khảm phiến diện và chủ quan của mình nhé.",neu
145977548,70276,4,"Khi điều bạn biết bị phức tạp hoá

Ngay từ bìa và những trang đầu, cuốn sách đã khuyến cáo rằng đây là một dòng tự sự và suy tưởng về căn tín bản thân và bản chất cuộc đời của một bạn trẻ sinh 1998 có tương đối nhiều thành tích trong nước và quốc tế về học tập và nghiên cứu. Đó là một lời cảnh báo rất có tâm vì cuốn sách tuy không dày nhưng thực sự không hề dễ đọc.

Nó khó đọc không phải vì nội dung quá sâu sắc mà vì nội dung của nó là một dòng chảy liên tục của các sự liên hệ, liên tưởng trên mọi lĩnh vực đời sống mà nếu người đọc không có sự trang bị đủ từ ngữ, kiến thức về khoa học, tôn giáo, triết học và đủ sâu để liên tưởng, tưởng tượng thì sẽ dễ bị lạc mất trong những câu văn và ngôn từ được định hình và định nghĩa bởi các khái niệm được mặc định là người đọc đã nắm rõ.

Cuốn sách chỉn chu cả về hình thức và chất lượng này dường như viết ra chỉ để kết nối với những bạn trẻ nào cũng đang loáng thoáng có những suy tư ở cùng tầng kiến thức với bạn ấy. Vì nếu viết cho số đông, tác giả sẽ dựa trên phông văn hoá đời sống lao động nông nghiệp nói chung của người Việt để diễn giải và hạn chế dùng hỗn hợp quá nhiều từ hoặc cách diễn đạt khá xa lạ vốn chỉ được dùng tách biệt trong từng chủ đề chuyên biệt nhất định như: cõi sống, hữu tử, sự bất định, như nó vốn là, tường minh (dùng trong sách tôn giáo, phật giáo), tri nhận sự vật, hiện tượng, cặp nhị nguyên, tính hằng thời, nội hàm, liên chủ thể, nội tại, thực thể (dùng trong triết học), ma trận, thực tại, không thời gian, phủ định, đóng khung tập hợp, tiệm cận (từ phim Ma Trận, toán học và khoa học). Ví dụ: để diễn đạt sự phức tạp không tìm được lối ra thì thay vì diễn đạt “như ma trận” thì sao không dùng từ “như rừng”. Tác giả muốn người đọc thấy được họ đang bị cái thế giới hiện thực vốn được xây dựng bởi ngôn từ này ràng buộc và làm cho chìm đắm nhưng lại dùng chính ngôn từ để làm rối người đọc.

Có lẽ lợi ích duy nhất của các từ ngữ đao to búa lớn này là để củng cố cho các lập luận triết học vốn có vẻ không hoàn toàn thuyết phục của tác giả khi đề cập đến kiến thức khoa học vũ trụ, tâm sinh lý, vai trò của ngôn ngữ hay giá trị phổ quát xưa-nay mà nặng về quan điểm cá nhân. Điều đáng ngạc nhiên là những suy nghĩ có vẻ còn phần nào non nớt, chưa đủ sâu và điển hình ấy ở những bạn trẻ có tư chất thường thấy ở tuổi của tác giả lại dắt tác giả đến những kết luận rất sâu sắc và cốt tuỷ cho cuộc đời: Vẻ đẹp cuộc sống và cái khiến cho cuộc đời đáng sống là ở sự thay đổi của vũ trụ. Sống trên đời là học cách làm người và nhận ra chúng ta không phải là trung tâm của vũ trụ. Và có lẽ cũng chỉ cần đọc những dòng đó trên bìa trong của cuốn sách là đủ. Các thông điệp đó nằm đầy trong nhiều tác phẩm văn học và điện ảnh được thể hiện cuốn hút hơn nhiều một hành trình phức tạp với kiến thức được tổng hợp mỗi lĩnh vực một chút.

Tóm lại, sách không tệ và cá nhân mình thấy nó cũng đem đến nhiều sự khơi gơi. Tuy nhiên, nó không dành cho những ai đọc giải trí và càng không dành cho những ai thực sự đi tìm tri thức dù là tổng hợp hay chuyên biệt.",neg
145977548,20580843,4,Sách phù hợp với bạn trẻ mới lớn,neu
145977548,14701972,4,"Sách đọc ổn._x000D_
Nhưng nội dung đa số ko có gì mới lạ._x000D_
Phù hợp với các bạn trẻ chưa trai nghiệm cuộc đời nhiều.",neg
145977548,28849268,1,Lan man vô định ndung k rõ ràng đọc xong mình chả hiểu mình đang đọc gì,neg
145977548,18919084,1,"Sách chỉ đuoejc để trong hộp giấy chứ không hề được bao bọc gì cả, cảm giác cầm đầu tay là biết chắc chắn sách cũ 100%, rất rất rất tệ. Mọi người nên cân nhắc khi mua.",neu
145977548,10625656,4,"Các câu hỏi, chủ đề đặt ra tương đối hay nhưng cách giải thích thì chưa sâu sắc lắm, muốn hiểu sâu và đúng nên tìm đọc sách của sư ông Thích Nhất Hạnh",pos
145977548,1729459,2,nói chung là. chưa đạt được sự kì vọng của mk. do mk trông đợi hơi quá vào nội dung sp.,pos
145977548,20129512,4,Đóng gói ko được ổn lắm sách sẽ dễ bị trầy khi vận chuyển mạnh nhưng nội dung sách rất oki,neg
145977548,29724631,4,Hơi khó hiểu,neu
145977548,26115007,4,Sách đọc qua thấy khá hay có bị df vài chỗ với không có miếng chống sốc nào hết shipper khá gắt cọc tính,pos
145977548,7924746,4,Sách hơi nhăn dưới bìa nhưng chất lượng giấy ổn,neg
145977548,14081915,4,Sách bị gãy nhẹ,neg
145977548,28469934,4,sách có nội dung ổn. Tiki đóng gói sách đúng chán,neu
145977548,7213138,4,Sách giao ko có bọc,neg
145977548,22584971,1,"Sách vừa mới mở hộp ra đã thấy bị quăn như thể bị ngấm nước, vẫn đọc được nhưng trông rất xấu",neu
145977548,28875776,1,"Sách bị móp:) _x000D_
Đóng gói thực sự rất tệ",neu
145977548,25571180,1,"quá mịt mỏi, sách như này liệu có còn niềm zui hem 😔",neg
145977548,24172898,4,Đối với mình sách hơi có suy nghĩ tiêu cực,neg
145977548,6881479,3,sale dữ nên mua vì một phần cũng biết tác giả...nhưng chưa thấm được cuốn sách..,neu
145977548,134186,3,"Nội dung viết lủng củng, đọc không cảm được giá trị gì",neg
145977548,6463325,3,Đóng hàng cực cẩu thả; hộp đóng chất lượng kém,neg
145977548,6186812,1,"Thấy bìa sách đẹp mua về đọc xem sao. Nội dung chán thật, nhạt nhẽo",neg
145977548,27465015,1,Chưa nhận được hàng nhưng hệ thống tự cập nhật đã nhận được,neg
145977548,6639298,3,"sách k đc đóng gói kĩ, nhìn cũ",neg
145977548,14929124,4,Nội dung ổn,neu
145977548,27790074,4,Bị cong sách,neg
145977548,21455690,3,"Bọc sách không được cẩn thận, hơi bị ọp ẹp",neg
145977548,11680653,4,Mình đọc một số chỗ k hiểu lắm 😂,neu
145977548,27050072,3,phần gáy sách hơi bị méo.,neg
145977548,18083437,4,cũng được,neu
145977548,6346113,3,phong cách viết hơi nhàn nhạt,neg
145977548,18744155,4,"hơi bé í , với ít trang quá",neg
145977548,26807934,4,Không có vấn đề gì,neu
145977548,22162545,4,Sách hay! Giao nhanh ạ,pos
162844699,29255675,4,"Bọc hàng khá kỹ, có điều sách ko có seal nên hơi tiếc tí, vì tui thích cảm giác bóc seal sách nên hơi buồn xí. Nhưng nói chung vẫn ổn, sách không bị hư hại gì hết. Bìa sách đơn giản, đẹp. Mình chưa đọc cuốn này nhưng có đọc review trước thấy cũng khá hay, sách được viết thành những đoạn ngắn, dễ đọc, ý nghĩa.",pos
162844699,11060159,4,"Lúc nhận sách thì thất vọng vì sách nhỏ hơn tưởng tượng, chữ rất ít trên các trang giấy nhưng đọc sách thì đây như một quyển nhật kí với những câu viết như dành cho bản thân chênh vênh bước vào thế giới lớn hơn để trải qua thử thách và trưởng thành, hoàn thiện hơn. Quyển sách như lời nhắn gửi đến chúng ta biết yêu bản thân mình hơn và hiểu rằng mình xứng đáng được vậy. Hãy luôn là chính mình cho dù bất cứ hoàn cảnh nào. Sống cho chính mình và luôn cố gắng với những gì mình theo đuổi để đạt được hạnh phúc và hiểu rằng hạnh phúc đơn giản lắm, đôi khi đi tìm hạnh phúc nó cũng đã là một kiểu hạnh phúc rồi. Trân trọng những ai tốt với mình và đừng bao giờ quay đầu lại với những điều đã khó khăn, đau khổ như nào mới buông bỏ được. Khắc ghi những bài học vì nó là hành trang cho chuyến đi tiếp theo.
Không ai có cuộc sống giống ai, tất cả mọi người không sinh ra để trở thành một hình mẫu nhất định nào đó. Chúng ta phải hài lòng với những gì mình đang có mới có thể hạnh phúc, hạnh phúc rồi mới có thể trở nên tốt hơn được.
Người luôn biết lắng nghe lại là người không biết cách giãi bày. Người luôn quan tâm người khác lại là người thiếu thốn tình cảm.
Không phải trưởng thành rồi sẽ hiểu ra mọi chuyện, mà phải trải qua chuyện tệ mới trưởng thành. Đi qua ngày giông bãi mới có thể tìm được bình yên.
Đừng đem sự chân thành của mình cho những người khiến bạn đau khổ, cuộc sống quá dài để bạn dằn vặt và hối hận về điều đó.
Ngày nhỏ viết bằng bút chì, viết sai thì tẩy. Lớn lên chúng ta phải viết bằng bút mực. Khi lớn, không được phép phạm nhiều lỗi lầm.
Người thành công có chung công thức không bao giờ bỏ cuộc
Nơi đáng tin cậy chính là bản thân, muốn thay đổi cục diện, chỉ có cách duy nhất là nỗ lực.
Đừng chờ đợi người rủ bạn cùng đi. Hãy đi rồi bạn sẽ gặp được người muốn cùng bạn.
Cuộc sống của bạn hôm nay chính là những gì bạn chọn.
Khí chất tạo nên sự tự tin
Đừng nói khó nghe rồi bao biện thẳng tính. Hai từ này chỉ xứng đáng với người chỉ ra khuyết điểm và giúp đỡ ai đó trở nên tốt hơn. Nếu chỉ nói lời cay đắng mà không giúp được gì thì tốt nhất hãy im lặng.",pos
162844699,14498993,3,Đây không đánh giá nội dung. Chỉ nói chút về hình thức giao hàng. Thùng hàng đã gắn mác hàng dễ vỡ nhưng thùng vẫn nát. Không biết nên nói may mắn khi sách giao về được nguyên trạng không nữa.,pos
162844699,9607660,3,"K có gì bất ổn với sách được giao_x000D_
Chỉ là bất mãn nội dung. Sách quá hời hợt, mỗi trang chỉ là vài dòng đúc kết, ý là sách nhìn toàn khoảng trống á, có nhiều trang vẽ hình hoạ hoa lá gì đó thôi rồi qua trang???",pos
162844699,22637059,1,"sách không bọc j cả, làm ướt cả 1 góc sách , nhìn cũ sao á, quá thất vọng luôn. trên đó ghi là có bọc . vậy mà giao không bọc làm ướt hết sách",pos
162844699,27094081,4,"đóng gói chưa chắc chắn =((
không có seal hay bọc bong bóng chỉ có hộp của tiki =((
có vài trang bị lem mực nhưng vẫn ok 🥰",pos
162844699,11490288,4,Chưa đọc nội dung nhưng sách ko đc bọc màng co,neg
162844699,1606440,1,"Mình kỹ tính nên Muốn sách đẹp nên đã dùng bookcare… mà mở ra bên trong buồn thực sự… nhăn - rách - dơ.
Sách hay-dịch vụ tệ ảnh hưởng tới sách",neu
162844699,16417177,4,"mua sale hời lắm, sách dễ thương",neg
162844699,22075445,4,"giao hàng nhanh nhưng đóng gói ẩu cực ạ. sách của mình cũng k còn bọc nilon mỏng ở ngoài nữa, k có chống sốc làm sách bị móm ở rìa luôn",neg
162844699,15981556,2,"Mình không biết sao nhưng sách khá là cũ đấy ạ, thêm vào đó là shop gói hàng không kĩ nên bìa sách rất là bẩn và bị nhăn ở một số chỗ.",neg
162844699,28467643,3,"Hơi bị nát , bên trong nhiều vết bẩn ?",neu
162844699,28782708,4,Sách không bị tổn hại j nhưng không có màng kính bọc xung quanh,neg
162844699,8797948,4,Sách tạm đc chủ yếu quote.,neu
162844699,21852753,4,Sách hay. Tiki bọc sách sao nhìn như sách cũ vậy :)). Mình mua để tặng mà thấy gáy sách bị bẩn ngại thật sự,neg
